	g__Acidaminococcus	g__Acinetobacter	g__Actinobacillus	g__Actinomyces	g__Aggregatibacter	g__Akkermansia	g__Alistipes	g__Allobaculum	g__Anaerostipes	g__Anaerotruncus	g__Atopobium	g__Bacteroides	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Butyricicoccus	g__Butyricimonas	g__Candidatus Solibacter	g__Christensenella	g__Clostridium	g__Collinsella	g__Coprococcus	g__Corynebacterium	g__Cronobacter	g__Delftia	g__Desulfovibrio	g__Dialister	g__Dorea	g__Eggerthella	g__Eikenella	g__Enterobacter	g__Enterococcus	g__Erwinia	g__Escherichia	g__Eubacterium	g__Faecalibacterium	g__Fusobacterium	g__Gemella	g__Granulicatella	g__Haemophilus	g__Holdemania	g__Kingella	g__Klebsiella	g__Lachnospira	g__Lactobacillus	g__Leptotrichia	g__Leuconostoc	g__Megamonas	g__Megasphaera	g__Mogibacterium	g__Morganella	g__Neisseria	g__Nitrosotalea	g__Odoribacter	g__Oribacterium	g__Oscillospira	g__Parabacteroides	g__Paraprevotella	g__Parvimonas	g__Peptostreptococcus	g__Phascolarctobacterium	g__Plesiomonas	g__Prevotella	g__Proteus	g__Pseudomonas	g__Pseudoramibacter_Eubacterium	g__Roseburia	g__Ruminococcus	g__Sarcina	g__Selenomonas	g__Serratia	g__Shigella	g__SMB53	g__Sphingomonas	g__Streptococcus	g__Sutterella	g__Turicibacter	g__Veillonella	g__Weissella	g__Zea
g__Eggerthella	0.0448189588533791	-0.126537403854736	0.293108516684559	-0.0685467010847166	0.38385623181481	-0.0887159014718671	0.135532894389318	-0.258617620363568	-0.205746202679188	0.084553147444205	-0.177359913972244	0.358503921655711	0.115650438331147	0.241877190062275	0.235195415371475	0.359052291065167	0.0510471256757714	0.325457318677609	-0.197116869697898	0.169162212026294	-0.236081268755623	-0.01054942112495	0.161396095014071	0.113056838222235	-0.0053645694023856	-0.161066596318326	0.0916582551346798	0.397154184408918	1	0.370936627961252	-0.0836714896045744	-0.10643245852792	-0.0495781700477834	0.0116734798892065	0.105735998460597	0.164094110296073	-0.00926351410219073	-0.181292615947987	-0.355149621089594	-0.167659877105224	0.496883671864589	-0.104030341319543	-0.244187685228457	0.0115670463413728	-0.432464008839034	-0.331124406529215	-0.00778331949795524	-0.297012642974475	-0.156524179355306	0.178135216406626	-0.23563652094255	-0.0208366169051023	-0.0729400504985384	0.105148884524306	0.270667080418605	0.23548721457375	0.336578780799106	-0.056824407979975	0.326877428950983	0.0556686394399788	0.192875434758495	0.168675457871979	-0.064160908537684	-0.0391323539677553	-0.00329384734912804	0.423069603329082	-0.385230754319905	0.149323872268099	-0.0507254208264938	-0.0594780115400663	-0.460636929863875	0.0369472927993277	0.191499368069726	-0.105164744235183	-0.275254748646039	-0.129892653690746	0.0719309514409591	-0.299357358384657	-0.0399922248244841	0.0294538843569074
g__Eikenella	-0.125676040786471	0.0431753987846006	0.358218693185564	-0.228603188648162	0.544001459694574	-0.181827174646852	0.0345386598006635	-0.129306853744778	-0.357209850131857	0.206131554022501	-0.246395631098625	0.146764827402696	-0.242407341343663	0.137579924533686	-0.0621847413142019	-0.0606689579620079	0.161004278761451	0.148292458544773	-0.124141397670596	-0.163527457656409	-0.155149788363378	-0.147017996902246	-0.195824020951659	0.301020392786798	-0.191944031877909	-0.185179498435807	-0.19368115290146	0.0935027103027057	0.370936627961252	1	0.0810960320025627	-0.238039247137639	-0.0107988374197549	-0.101260895908907	0.12290679378956	-0.0648962685287185	0.279090029829496	0.211337389859458	-0.167059742860729	0.346197369701624	0.255052792179993	0.228912975041581	-0.0468704713572102	-0.0723343517463861	-0.261450618441222	-0.023109421150425	-0.151069568700055	-0.147771117490082	-0.212278444445442	0.00949769212226187	0.0308015112536563	-0.155642598281249	-0.183909531419702	0.302969953852121	-0.00458247338659966	-0.0648798270325956	0.082768591849842	-0.0235450888375121	0.468981321445028	0.174434069197464	0.262975233067518	0.37580487435793	-0.109883164868989	0.196122403298863	0.0537705598209981	0.206603131669687	-0.290329049920125	-0.130211276041955	0.019136718072123	0.17680741623502	-0.201155043642551	-0.104683867072713	0.134077860184842	-0.222363823970013	-0.190043668056104	0.113492417021434	-0.0424746532605597	0.114283230268855	-0.098446045343998	-0.160749953988658
g__Enterobacter	-0.283282784389363	-0.027227593561183	-0.032126660754125	-0.279850263709042	0.232618930718189	0.285896338321979	-0.181208181373401	-0.0202042766501341	0.152399887424922	-0.0934230080563109	0.0946729060658991	-0.0804314488043839	-0.131296221985573	-0.0565975629183344	0.032374467156039	-0.279616168482176	-0.169509990504907	0.10297507479786	-0.308806546927886	-0.047755775121665	-0.29392562541278	0.1227300626469	0.189062186331553	0.304372594394845	-0.201172946641579	0.435377298240722	-0.147077506689106	-0.0564907484936808	-0.0836714896045744	0.0810960320025627	1	0.200862313395261	0.801500137959537	0.383277257337691	-0.0424125610923811	-0.188109700520099	0.104469179358678	0.182867458668361	0.0809218740008389	0.315740837307982	-0.123626935173905	-0.0776709604647088	0.802728962789675	-0.171683631829626	-0.0298103703761846	-0.0988760876895608	-0.24386079225921	0.1006488350925	0.189760613881704	0.11158170312588	0.0123624210187963	-0.0801301041019614	0.00727296481715284	0.0458512379815819	0.0781914451848049	-0.0427929015032486	-0.094101730012138	0.191793781227231	-0.0960953034468596	0.163985913794413	0.0816655455939974	0.347734232739943	-0.341921660008068	0.411463978432922	-0.240234165084247	-0.268837300953569	0.0480431395663244	-0.409169945790563	0.0530700859245938	0.172964812660417	0.313122382394174	-0.284053459475639	-0.222662566762128	-0.117575120039454	0.138346296913591	-0.0378798766393931	-0.161033163161905	0.385410832874548	-0.0682455548665983	-0.0103865692385496
g__Enterococcus	-0.132803988480104	0.108536197551681	0.0199202140951865	0.277853961450876	-0.226580408865838	0.139316154297085	-0.270203342333126	0.191847630912252	0.256657104225091	-0.151392861468659	0.283803734726849	-0.283057576703209	0.00816486929368646	-0.362391049985523	0.0101740904474345	-0.0744012662351163	-0.462041550167764	-0.0662276551095815	-0.105476736816932	-0.169200804481142	-0.393870867394766	-0.158726180198769	0.366009269974036	-0.00545155673489802	0.0215720548793028	0.177424331487426	0.200416038871429	-0.0943208239704728	-0.10643245852792	-0.238039247137639	0.200862313395261	1	0.269990184553559	0.506345490834179	0.200300874990119	0.0119370459154629	-0.392528130386519	-0.0668818624249556	0.0287924024944105	0.0725768646234537	-0.140400162762771	0.129115783663911	0.304325983523156	0.11421251704829	-0.00786253815614158	-0.0131391134262616	0.317202297260597	-0.37800506117201	-0.114358330424654	0.218554139895425	0.238816282397248	0.179847591834368	0.121303926158294	-0.441868800270976	-0.210695516144759	-0.124906154214806	-0.305508876167334	-0.0651047101762762	-0.16439609732704	-0.0932111087363627	-0.338078425925741	-0.129101475880891	-0.151740021705553	0.122129227929126	0.0804064446015236	-0.022963870497021	0.0813466789833709	-0.0161918075987863	-0.0671455591437602	-0.25508598888731	0.34509620540827	0.27232226040808	0.0556584591331106	0.203903340739042	0.117149628924173	-0.0783551625946599	0.14263558262303	0.191723869562844	0.488125899959097	0.514489197898197
g__Erwinia	-0.19335611569251	0.0815755555658381	-0.182913239380881	-0.175911791454036	0.0840064274026287	0.401461045948217	-0.211386939553316	-0.0714881795897962	0.288869470523895	0.0598754704456657	-0.0113919643419912	-0.157041368513104	-0.0542179662377797	-0.131096584400315	0.210331860492926	-0.139069383775754	-0.194101828150929	0.142990997742799	-0.246951586012513	0.0155963728348148	-0.243869966291333	0.331401732973376	0.258499264822869	0.245183868725931	-0.202463617156804	0.339050041065438	-0.130726616033276	0.0404652776917169	-0.0495781700477834	-0.0107988374197549	0.801500137959537	0.269990184553559	1	0.4361929407119	0.0434918280591496	-0.219458791310239	0.0929955544921311	0.0024146470223233	-0.0701963093346988	0.188134812618491	-0.164219623676304	-0.0952059438901897	0.70129417998207	-0.0781604919455173	-0.0777251422056108	-0.153879644005006	-0.223695666997018	-0.0884451957864481	0.0607903111343159	-0.00308331005617865	-0.146636912060993	-0.00387719930320776	0.0347859705207634	-0.00792688663031687	-0.0859985439469942	0.172171693511236	-0.240175728437266	0.17885449437052	-0.287757563305662	-0.0523855856166735	0.104592429005317	0.394375606306846	-0.341670519058459	0.321075793543534	-0.172770231914389	-0.271799987721177	0.186832237059695	-0.253170180288721	0.0402888514350898	0.0563253037719976	0.223410220645887	-0.33259682246161	-0.223619056273629	-0.120801763411915	0.0424321714854671	-0.0431790306705974	-0.146968159318795	0.240473069226307	-0.0744957249970946	0.016035863966393
g__Escherichia	-0.134737615368052	0.307634479095948	-0.196527338914809	0.170811569954592	-0.105841309564662	0.201501360811701	-0.300613063853139	0.203627713439598	0.025381511284593	-0.101399572731409	0.29863242688327	-0.451143705034674	-0.186227309369868	-0.501686558741187	-0.14891146122996	-0.191866230364162	-0.355894808718603	0.0555932732155753	-0.256985000384122	0.188424775913641	-0.452701287551904	-0.278756104537526	0.479622923666749	0.306498723102624	0.143625878053692	0.0879449532196439	0.0568994766491842	-0.281679533947	0.0116734798892065	-0.101260895908907	0.383277257337691	0.506345490834179	0.4361929407119	1	0.137204907912026	-0.255676094395899	0.0735569954353957	0.0811644264515228	0.257265962362624	-0.019373953950185	-0.188907546174377	0.237938356525233	0.410872352567085	-0.107726333411686	0.0916152297386447	0.0200283432339282	0.259186371480549	-0.276101326291841	-0.0253779386857393	0.229869293272775	0.19000706484081	0.126059940076449	0.0145093070186594	-0.391315627727439	0.0228416951774243	-0.368028632864236	-0.310411096074402	-0.0168124716275102	-0.334376016769927	-0.21640003235705	-0.40166695534713	0.238253529255199	-0.22905622503823	0.277810569542179	0.140325140482418	0.0306493318305683	-0.246335294665881	-0.200336516594385	-0.0906318921699519	0.110228002524168	0.401990629655224	0.486107502823801	-0.0767477640109326	0.262882257952551	0.367254750119705	-0.278054413383014	-0.17482688646471	0.216647774464195	0.651414437954833	0.483443844274553
g__Eubacterium	-0.458578104989307	0.151524279376959	0.245738494194913	0.0791177655383872	-0.209930230091709	0.254740814567825	0.166762706637153	-0.170421912865137	0.0711158502766433	0.26503653299328	0.116970259300408	-0.146007588722917	0.0505840621068658	-0.219441727038575	0.325174005341041	0.131180859005039	-0.0633839219939355	-0.0677917009578646	0.240311980347846	-0.124301957704596	-0.187247542764621	-0.0169495894414262	0.188092086637889	-0.0418842921715191	0.0486615368058846	-0.13820905856496	0.240338670196635	0.454332753808377	0.105735998460597	0.12290679378956	-0.0424125610923811	0.200300874990119	0.0434918280591496	0.137204907912026	1	0.194094099978966	-0.156012623880862	0.0669750595271753	-0.0239805210965795	-0.155061074452394	0.271519320447462	-0.10820831057647	-0.221628487142788	0.308108333824284	-0.285927085176465	0.327636180704348	0.138917617602972	-0.453586907214112	-0.656268059813586	0.111001369092991	0.035806084191074	-0.0854792936395299	-0.291449837321966	-0.0648235124628777	-0.167592410719032	0.199498299118152	-0.193581116335029	0.139209901262018	0.0165545792344583	-0.0848779443533163	-0.207162536380974	-0.112747309964455	0.0197216496366433	-0.12927862357405	0.0492032205902694	0.278984143806037	0.1727109133286	0.318561860670869	0.265900656238349	-0.0654826840379695	-0.0843668170271819	0.0822425670598715	0.194902203513813	0.03576997784134	0.327319406234745	-0.208284241820641	0.177680527760803	-0.0257947882487924	0.21666073364652	0.165457430990423
g__Faecalibacterium	0.0345024603555904	-0.366945234265473	0.341582210244565	-0.0743671903386777	0.125506936077483	-0.0550347702112083	0.306675296061047	-0.264650485700427	0.254871731080237	0.173424935352505	-0.0891372841391503	0.206016493822468	0.208218903816164	0.177885470594656	0.0550417804956197	0.0949725606285101	0.124748763347747	-0.293915558635453	0.274596448781301	-0.147268799941341	0.0273495029854739	-0.116450975313076	-0.117225522848855	-0.299740739485924	0.0888652651647948	-0.0074770745076186	0.166296097751079	0.120125006580684	0.164094110296073	-0.0648962685287185	-0.188109700520099	0.0119370459154629	-0.219458791310239	-0.255676094395899	0.194094099978966	1	-0.319526338635887	-0.286231994877531	-0.0132096198598466	-0.0714297670365259	0.475395216424172	-0.111584622543256	-0.236753252875331	0.172752809890678	-0.163294158079754	-0.210692205665902	-0.0208528964831305	0.0196183392763428	-0.0758866846425397	-0.0129054823322519	0.0275602287694144	-0.316357301060133	-0.293535506574941	0.143866853037046	-0.192752266513985	0.208768013555148	0.0214229848388179	0.0254135531087582	0.319155908450959	0.101937410271567	0.227075984757122	-0.425307153451025	0.176341376138871	-0.15677508403245	-0.279883188535891	0.322143802917394	-0.0523921567365686	0.357906478645462	-0.092653180243796	-0.537324649140874	-0.0966424834669849	-0.129819672335016	0.250049722413967	0.074812249335614	-0.0664209847080739	0.31149962618286	0.0524384556201229	-0.238403551692235	-0.0851627743174058	-0.0624086164733003
g__Fusobacterium	0.0120878207949151	0.0178321202313003	0.0207078141586118	0.0240496529082947	0.17283865206565	0.267658115906605	-0.203341434449382	-0.0169017197911077	0.0159739511597194	-0.188861111232171	0.160102780461366	-0.127757185928736	-0.369308493837343	0.00898983023061437	-0.244199584799386	0.0116887386335765	0.224968592683984	0.182705948070224	-0.389203485141631	0.421639926418118	0.177389054709479	0.0490313803893623	0.0558623742859564	0.152861274187201	-0.173828685994909	-0.16742756628098	-0.16767763495957	-0.274553723540932	-0.00926351410219073	0.279090029829496	0.104469179358678	-0.392528130386519	0.0929955544921311	0.0735569954353957	-0.156012623880862	-0.319526338635887	1	0.150446234538822	0.102989848020401	0.311562707346623	-0.179272666936437	0.0237476172141936	0.14418516256034	-0.240192072935549	-0.0856866933817682	0.174834747215995	-0.304639121208208	0.309830597736104	0.0680980218301346	0.0613673066849841	0.00460490513462859	0.131250617308486	0.0654690687666309	-0.13123623309819	0.170025504344917	-0.25802773513338	-0.159981959941546	-0.268672844056562	0.125097803830154	-0.12779834833003	-0.158742999015662	0.219581030746881	0.12231718328318	0.11209857981266	-0.117023328432667	-0.194753318190997	-0.134381355034649	-0.106780488791705	0.430928354807381	0.385616428156955	-0.0105209709487913	0.061987602040257	0.291959530455786	-0.342762740804108	0.0462979120891612	0.0309536936366112	0.271369499342226	0.296896314836412	-0.00465554756740034	-0.0915970349148487
g__Gemella	-0.0622145587281382	0.460044756643453	-0.00690718958312754	0.230466078160202	0.10298730480571	0.169061861961347	0.0836036307318307	0.206615531240664	-0.225289791371798	-0.169575228063176	0.066871310725707	-0.378096304369548	-0.239236624384034	-0.111675153247641	-0.141137942895368	-0.253424292337782	0.0213580803180027	-0.194169965506895	-0.043041567124407	-0.373494425399475	-0.37011903059448	-0.269409578502823	-0.0975678690556449	-0.018171509038661	0.174226146092321	-0.061676141488671	-0.0431981372418124	-0.116626665216029	-0.181292615947987	0.211337389859458	0.182867458668361	-0.0668818624249556	0.0024146470223233	0.0811644264515228	0.0669750595271753	-0.286231994877531	0.150446234538822	1	0.339725917342156	0.257682644358008	-0.321090327414161	0.164463540637408	0.0033918579534813	0.0613407661189611	-0.0797704223524549	0.289017074519831	-0.0414110767297056	0.0805829937832046	-0.120362421881165	0.0708767514943291	0.0754885889604798	0.0564007762918134	-0.0286343926423217	0.192289043869141	0.226548492036486	-0.239502367039464	-0.372357465091016	0.0943101847747026	0.130602741912685	0.360116145938176	-0.105007212515658	-0.06950761884527	-0.291490351981599	-0.128085673439532	0.269919873953946	0.0487866307512572	-0.142762409925945	-0.313495701122783	0.339852991414549	0.0233938950047823	0.0317423154716224	0.0615450426381813	-0.0612826344553958	0.154652740316995	0.252647202953444	0.0781978635405666	0.123218212799981	0.141302150221282	0.167690030311819	0.106702684217763
g__Granulicatella	-0.0485354624496252	0.300666431679526	-0.192299324364234	0.432066732009311	-0.0730304661170386	0.035580812796371	0.160873909256743	0.314827370263025	-0.185140368948195	-0.233220039845997	0.477719516009463	-0.434253946210595	-0.198862967252548	-0.0859460756285242	-0.230995596726648	-0.427266549566185	-0.28279817841327	-0.359962436862088	-0.0817501258780075	0.0937113119473582	-0.281831009951217	-0.526925969707554	0.273359091244769	-0.245389533157731	0.282821983483841	0.119017766757399	0.128617323204936	-0.276709951919777	-0.355149621089594	-0.167059742860729	0.0809218740008389	0.0287924024944105	-0.0701963093346988	0.257265962362624	-0.0239805210965795	-0.0132096198598466	0.102989848020401	0.339725917342156	1	0.0165157295271375	-0.174413272295405	0.0823776108852562	0.126055195356298	-0.362055764796935	0.150361024203322	0.19416486735685	0.206474771115198	0.13871136464796	0.108481869815227	0.307817937253374	0.398953313507514	0.0913996504861332	-0.0176346816301756	-0.0327748935220256	0.382021720654201	-0.332649111307031	-0.200900787533892	-0.0233045435286268	0.0163181833883664	0.0757768804928086	-0.390581369849956	-0.203835716155837	-0.313279545938184	0.0299928274296709	0.178439515193635	0.164827271067264	-0.217441202624376	-0.117594144911372	-0.00610799283031923	0.0472671054183064	0.426455785268791	0.354757175534803	-0.318656983336452	0.386170961117762	0.700569388383079	-0.19997906138139	-0.260740183767814	0.242622098655709	0.429565601272962	0.304738807843866
g__Haemophilus	-0.117630572831913	-0.180781668140046	0.19903874277562	-0.145710616863179	0.393977531952159	0.0789913393159215	-0.337981814444608	0.234798921525685	-0.145236827611211	-0.186313848071782	0.00104378020210758	0.0987648799220951	-0.220076359741959	0.0220617676410634	-0.26189864127475	-0.172503440506036	-0.177229070921456	-0.063667001968158	-0.38366991487642	-0.381866223377139	-0.274026079305532	-0.12077051295018	-0.256427525820309	0.1962172383177	-0.467507199686431	0.0179338913059173	-0.168500298287656	-0.247105921557794	-0.167659877105224	0.346197369701624	0.315740837307982	0.0725768646234537	0.188134812618491	-0.019373953950185	-0.155061074452394	-0.0714297670365259	0.311562707346623	0.257682644358008	0.0165157295271375	1	-0.334386426245318	0.218391712701431	0.361360456376176	-0.00404446547260598	0.0944465654157516	0.206549028433469	-0.239223087595743	0.222932250686354	0.00220779603648901	-0.064759585661661	0.307658689195841	-0.034308134085801	0.129672538982233	0.248984351961195	-0.0932309304060229	-0.100971119080965	-0.24533082005691	-0.21047173273377	0.348017520117695	0.207774140875547	0.132548458224535	0.068582983841542	-0.0539233022864935	0.204868916894191	-0.360759579048017	-0.300869243987727	-0.00853982313189738	-0.396948159182981	0.215976078944525	0.115086256551349	0.172063675496559	-0.10893260857988	0.118842981576285	-0.419114280860533	-0.116350322633034	0.312972991022123	0.289065305190474	0.639679527242307	-0.0996285502218992	-0.118041095202434
g__Holdemania	-0.339563788320779	-0.267597507223414	0.223279507246302	-0.289427077657498	0.30785230414583	-0.358827603110738	0.481459307891556	-0.325967974933363	0.0947137307511956	0.427154303339359	-0.293255020595574	0.058913543913485	-0.152216757517402	0.42068917997495	0.321080343770843	0.0124383054166204	0.484435795820082	-0.00205530856455704	0.267776254328579	0.087721009575305	0.0889469912467086	0.116644436095691	0.107131632620035	-0.103938885735916	-0.0446802103620367	-0.183587051155279	0.0444477960582781	0.346340590466881	0.496883671864589	0.255052792179993	-0.123626935173905	-0.140400162762771	-0.164219623676304	-0.188907546174377	0.271519320447462	0.475395216424172	-0.179272666936437	-0.321090327414161	-0.174413272295405	-0.334386426245318	1	-0.174809912976556	-0.217950286320387	0.142977505883338	-0.345385042758106	-0.193612499326648	0.16749957081376	-0.18708097568218	-0.183427717907897	-0.0679910796168454	-0.25691522830917	-0.292585041855363	-0.440182398905088	0.267614450925194	0.0625955604942695	0.325620027560784	0.26141324603673	0.384686002983191	0.252803575226609	0.0455182573275637	0.246602356572266	0.126092934978664	-0.0590111376069556	0.0332828893831052	0.00531710621858408	0.361002737011973	-0.0857869422640736	0.278891672824893	-0.190173072683435	-0.181826918994476	-0.418964460846767	-0.178736464991541	0.0662747034781745	-0.099874978418364	-0.067434124185793	-0.138477148600031	-0.125839640384035	-0.301325105272365	-0.123330835728755	-0.0930350662526023
g__Kingella	0.118454063836808	0.39308447939593	-0.190464669872008	0.205283277123605	0.0149236820853645	-0.13096622845519	-0.266777105052142	0.170692198609612	-0.265890524499906	-0.0287233032761858	0.0719535295807392	-0.265801406827963	-0.106114700019926	-0.299637681076022	-0.252191702250832	-0.0355947343885492	-0.0469574914768266	0.155174239213047	-0.0989124197487861	-0.248874827722927	-0.00904708362305264	-0.300509004949008	-0.105770221740514	0.212224710604128	0.221922498629731	-0.153752948901145	-0.213194533806285	-0.00382059065797919	-0.104030341319543	0.228912975041581	-0.0776709604647088	0.129115783663911	-0.0952059438901897	0.237938356525233	-0.10820831057647	-0.111584622543256	0.0237476172141936	0.164463540637408	0.0823776108852562	0.218391712701431	-0.174809912976556	1	-0.0501804574908627	-0.0590049132713648	0.317410435311263	0.0756783505945982	0.216947133054561	-0.143043410337326	-0.00410103772217608	-0.126092244135219	0.291765533887974	-0.139292483807766	0.0120215851597942	-0.0620362776019954	-0.203219306765729	-0.345722706012827	-0.266413528436738	-0.0632657053392388	-0.0783996511385324	-0.214290360348363	0.06537782123256	0.214292356776387	0.0657003533866745	0.0549839780736358	0.294851087980399	-0.142949757654089	-0.165362666136671	-0.143521662445807	-0.222071241482372	0.112624594913174	0.342998660860002	0.245060798695169	-0.046430224239279	0.282656758637789	0.138172549405282	0.137242858754284	-0.0854279820976593	0.271328412129709	0.296237371508657	0.172164649995467
g__Klebsiella	-0.256718823558199	-0.0931556784709984	-0.111688529271011	-0.269495717293926	0.214230475810026	0.198670115298636	-0.233609802507857	0.0650289955006931	0.259798676395025	-0.0856412161643724	0.0900883361017095	-0.0362610438796192	-0.167492715862576	-0.143728965998222	-0.166939959757091	-0.251047666900779	-0.0893471144452857	0.169597315180038	-0.232535668289297	0.021441918800507	-0.233224011800604	0.139432673001848	0.137807232447563	0.262570688742061	-0.279825192334845	0.412886931655319	-0.171661139804247	-0.36168005719759	-0.244187685228457	-0.0468704713572102	0.802728962789675	0.304325983523156	0.70129417998207	0.410872352567085	-0.221628487142788	-0.236753252875331	0.14418516256034	0.0033918579534813	0.126055195356298	0.361360456376176	-0.217950286320387	-0.0501804574908627	1	-0.292678985448701	0.208621259292972	-0.127185920627336	-0.219062354727555	0.129317332378365	0.281503261113574	0.120463661364235	0.0656648246979583	-0.032044099494057	0.0741451287582555	-0.107312594866718	0.00873288069814065	-0.0979964122319076	-0.0968595635137058	0.191918056399008	-0.161348550942084	0.0305129314591403	-0.0107180492442933	0.392739020496154	-0.299741992569786	0.574411218986062	-0.226638331947384	-0.321672188533278	0.0483906062155329	-0.293277863540901	-0.0714115272105706	0.194399978125294	0.375688114199227	-0.0801301200212077	-0.1850048025482	-0.184731230618481	0.215358089595477	0.0239318711432882	-0.0476872460029293	0.481109155119834	0.0179418962974211	-0.0470263883900873
g__Lachnospira	0.0429350937858511	-0.0714035088595454	0.105114392018588	0.00369581850304062	-0.238965256938171	0.0376022231126957	-0.0360705577927359	0.00490568676050185	0.380388560952159	0.198276326935214	-0.430025992851458	-0.0151424344148847	0.22869173539218	-0.168971337323592	0.463191482600662	0.178130568892742	0.207514660611884	-0.0116974276104618	0.307185211617016	-0.215996497088579	0.138175040373491	0.311001651992731	-0.183858578127538	0.00879895136710983	-0.16012368119002	-0.252841777110803	0.203784617253425	0.275260270558388	0.0115670463413728	-0.0723343517463861	-0.171683631829626	0.11421251704829	-0.0781604919455173	-0.107726333411686	0.308108333824284	0.172752809890678	-0.240192072935549	0.0613407661189611	-0.362055764796935	-0.00404446547260598	0.142977505883338	-0.0590049132713648	-0.292678985448701	1	-0.00261526954107353	0.226938256981474	0.0734853357993579	-0.00757009375592704	-0.243847766259884	-0.407576169760558	-0.310656009178693	-0.184264323345683	-0.0110928249830631	0.0779873814628256	-0.416939576396001	0.368138250638459	-0.253214780036625	0.141924976893493	-0.0751602980325045	-0.0441591662329195	-0.067668907667205	-0.0909678792423865	0.0545877543302945	-0.206613141495121	0.0181362409616648	0.012069105175366	0.590566776967797	0.0388762944087566	0.145778326963516	-0.19949810801497	-0.217311389633874	-0.117042891030614	0.156326872742401	-0.142340242576816	-0.400731891315863	0.0435143442361389	0.149194158205034	-0.0526576041821185	-0.0270806672521258	-0.0239641366367124
g__Lactobacillus	0.0638616219824037	0.0781418078479889	-0.259784130049851	0.0747939521095747	-0.226567942436018	-0.220655624753364	-0.219387251419724	0.269901254088957	-0.0514223311834016	-0.000171933461195668	0.0837204057084913	0.0976390964660317	0.334798301180476	-0.266409917846369	-0.409586354009242	-0.0287256131007427	0.00986055729695423	-0.0521359729225561	0.0924758350473547	-0.20211739141188	0.259012156675843	-0.0173101859010441	-0.372752113110136	0.137656271720944	0.193180221470631	0.195705414161779	-0.216440130327268	-0.369492834437909	-0.432464008839034	-0.261450618441222	-0.0298103703761846	-0.00786253815614158	-0.0777251422056108	0.0916152297386447	-0.285927085176465	-0.163294158079754	-0.0856866933817682	-0.0797704223524549	0.150361024203322	0.0944465654157516	-0.345385042758106	0.317410435311263	0.208621259292972	-0.00261526954107353	1	-0.0560217839531806	0.0202500744013867	0.18266729476937	0.260896854595266	-0.144631094879013	0.352002683386265	-0.317037045629271	0.40599448908919	-0.0179660798317674	-0.231329967603157	-0.297104439045499	0.0658230095142538	-0.0190412546600342	-0.32701293719429	-0.0973803654874523	-8.99969436145619e-05	0.0985648417174552	0.0216072296158045	0.215023061481752	0.123767360820238	-0.361883238510485	0.200820790636194	0.0449644069363151	-0.446223675982246	0.252068280492111	0.366219037206436	0.212377604455459	-0.152646060600449	0.207951700254113	0.156314383538931	0.283125399149487	-0.0902260087785818	0.259334674599983	0.0714348269420786	-0.160646576175082
g__Leptotrichia	-0.155881183817115	0.0659342611165303	-0.102258864163605	0.0306069236486671	-0.138793638300662	0.180678289426917	-0.114692803725542	0.26002755918202	-0.216143708643032	-0.145016449779412	-0.00375198840593109	-0.287281868524025	-0.342749093499132	-0.0896969706667769	0.0951638177204353	0.00539571317455531	-0.0667172845174823	-0.0828476380561003	0.0523995102345269	0.131157934883677	-0.0252626981408256	-0.119441668239304	0.000899878430637793	0.0641940132256311	-0.147212843569837	-0.237086310601872	0.360997421477046	0.0122947847036917	-0.331124406529215	-0.023109421150425	-0.0988760876895608	-0.0131391134262616	-0.153879644005006	0.0200283432339282	0.327636180704348	-0.210692205665902	0.174834747215995	0.289017074519831	0.19416486735685	0.206549028433469	-0.193612499326648	0.0756783505945982	-0.127185920627336	0.226938256981474	-0.0560217839531806	1	0.323144306011509	0.256431013033011	-0.13885646818639	-0.124530496782013	0.152451026246276	0.197925296034386	0.0571111084945078	-0.129768607162233	-0.0570609606397545	-0.147746364079211	-0.209574220881006	-0.0741441475614255	-0.0667462455997277	0.051730050785546	-0.333103828548644	-0.211459063462891	0.294145677189431	-0.277762226387011	0.0239073118966947	-0.136430871811021	0.221695433264567	-0.332013046133904	0.442996092988699	0.263417674294448	0.15439910595523	0.258102191081431	-0.00166406733564133	-0.151674851673364	0.279765177511014	-0.113227269349253	0.186128519351264	0.37077100748838	0.294635620289938	0.1510789456062
