	g__Bacteroides	g__Parabacteroides	g__Odoribacter	g__Sutterella	g__Oscillospira	g__Fusobacterium	g__Ruminococcus	g__Blautia	g__Bifidobacterium	g__Bilophila	g__Faecalibacterium	g__Prevotella	g__Coprococcus	g__Akkermansia	g__Butyricimonas	g__Haemophilus	g__Pseudomonas	g__Dorea	g__Paraprevotella	g__Streptococcus	g__Roseburia	g__Delftia	g__Elizabethkingia	g__Lachnospira	g__Eggerthella	g__Escherichia	g__Propionibacterium	g__Corynebacterium	g__Veillonella	g__Campylobacter	g__Staphylococcus	g__Eubacterium	g__Desulfovibrio	g__Actinobacillus	g__Alistipes	g__Neisseria	g__Micrococcus	g__Holdemania	g__Collinsella	g__Dialister	g__Rothia	g__Chryseobacterium	g__Pedobacter	g__Enterococcus	g__Mycobacterium	g__Enterobacter	g__Anaerostipes	g__Herbaspirillum	g__Acinetobacter	g__Cloacibacterium	g__Aerococcus	g__Sphingomonas	g__Agrobacterium	g__Facklamia	g__Clostridium	g__Trabulsiella	g__Lactobacillus	g__Actinomyces	g__Nitrospira	g__Comamonas	g__Oxalobacter	g__Frondihabitans	g__Enhydrobacter	g__Devosia	g__Epulopiscium	g__Gemella	g__Variovorax	g__Methylobacterium	g__Microbacterium	g__Stenotrophomonas	g__Brevundimonas	g__Gluconacetobacter	g__Anaerococcus	g__Actinotalea	g__Leptotrichia	g__Phycicoccus
g__Staphylococcus	-0.50337241396753	-0.383214616878107	-0.271865344342384	-0.202653305809151	-0.300821194803039	0.126217705441494	-0.284082742694153	-0.207293024004313	-0.0105666296492776	-0.377600320696019	-0.225890696790993	0.0291830089983677	-0.40549097862505	-0.410933872831015	-0.483701115860561	0.496188504281561	0.578591670102451	-0.475157881877556	-0.496124416662695	0.643971683632707	0.309471471011159	0.401555989327117	-0.011018134642352	-0.367319256537833	-0.301716876259736	0.092065133900232	0.364139720832298	0.690844332039937	0.288198430732768	0.27497241735141	1	-0.434309602042398	-0.264191461877275	0.569999395319242	0.188261980397435	0.561559562206678	-0.207585852124024	-0.431798787389885	-0.130313597454908	0.0911552493117713	0.487861664832369	-0.136542941030305	-0.0922336987388786	0.170657053822527	0.562062552042425	0.106904623089169	-0.16987415035306	0.573941763162883	0.182117129539709	0.349045732701848	0.681851505228074	0.55013368337609	-0.181826139298206	0.507131362187991	-0.79582542776367	0.500865217561571	0.680935509298985	0.0620584544158829	0.367917860004247	0.187134880667209	-0.100040422245825	0.529500111974714	-0.599573145581781	-0.0258551416430644	-0.438170747669942	-0.329197798050226	-0.570281721941492	0.194364869525106	-0.503109173679505	-0.367204948851331	0.424979374989851	-0.413074915955826	-0.134399515109328	0.140690017404454	-0.279866103673672	-0.0534139860114451
g__Eubacterium	0.208054657924609	0.271206669768541	-0.17865983917532	0.146951610675428	0.254934871779462	0.414512395567864	0.486100670945788	0.0171935074132485	0.437659526234749	0.504887780693178	0.128560739970145	0.233104069530863	0.299288428187961	0.819686153999156	0.171236156611237	0.186155761590674	-0.559224325140162	0.3289126416728	-0.0521601403662673	-0.27219613815239	-0.213246055486671	-0.370349792953239	-0.269723254409702	0.390956009696048	0.361186970500612	0.0564027618835468	-0.51090453787332	-0.560000870606951	0.191782853836239	-0.226353653482992	-0.434309602042398	1	0.498860306198226	-0.0855775119295791	-0.0370502871016644	-0.379221984382387	-0.228799190551367	0.0772609650874349	-0.416307951322197	-0.432421017107677	0.04331577164328	-0.159460833477283	-0.231622939645835	-0.337849886163866	-0.207530145765059	0.0531960892811165	0.234804658782102	-0.348002852654244	0.4718680145414	-0.46896173345843	-0.358277526425088	-0.471125465969934	0.599743830317666	-0.169479600941756	0.487422427877854	-0.181747643298336	-0.394577469209953	0.0541116272821981	0.163190258977324	-0.335067534582049	0.222249285835542	0.117347861970959	-0.0555915771649068	-0.312710336891377	0.527374730290264	-0.257800140258363	-0.017016757469049	-0.0899180569600089	-0.140374595498882	0.144537490212101	-0.235729304091535	0.0770354744713615	0.0574250833975033	-0.134802628335546	-0.0262575189948961	0.177954820344619
g__Desulfovibrio	0.591551872450102	0.261485282939443	-0.324357159740953	0.19341283075124	-0.244615865822479	0.702776551849254	-0.217609698653008	-0.533385734500759	-0.287473410335816	0.63262950930093	-0.101817023557233	0.892063662648422	-0.0435717934159764	0.738563346679808	0.573410107432423	0.0869811623745903	-0.284972410033274	0.0407330555944217	0.385855415158436	-0.599986356731781	-0.584164013657075	-0.178119844851483	-0.20081467184199	-0.274617565128897	-0.368209437395845	-0.0143176719520547	-0.415452973874991	-0.0034671641549375	0.0646544698430807	-0.248461760803285	-0.264191461877275	0.498860306198226	1	-0.207446432043304	0.0354183271979027	-0.129968527375988	-0.00740071997429524	-0.1058656743362	-0.168399441035477	-0.421366197055765	-0.173420226846973	-0.0716605386437788	-0.102817672354768	-0.0229173919771475	0.138469374606514	-0.00936442419760685	-0.253307235393638	-0.0938077453638041	0.242651202582658	-0.33608410816043	-0.289453078025592	-0.255189910097508	0.274142461815926	-0.047945716488738	0.0965625875602911	-0.169862822913953	-0.217688846106548	0.0703505591053134	0.089026021616909	0.114829146831144	-0.202908238557866	0.379088299289628	-0.287156609308306	-0.232203754519868	0.0611908567174718	0.0734172862402268	0.220589607687306	0.0917598999536717	0.288353236048036	0.367514021517673	-0.266838224241729	0.385632725974638	0.2572149138757	-0.0285204038152819	-0.0726255808122272	0.434340803485749
g__Actinobacillus	-0.437752579358759	-0.318755139476066	0.191988689323981	0.501067175773922	-0.178521199766141	-0.191622453769223	0.108650969709108	0.136633374413619	0.357350565988898	-0.42061800719872	0.402145900788076	-0.0481291792115331	0.196324385499164	-0.163821175142273	-0.0703574307593439	0.429792397335322	0.129682611686256	0.100329312141639	-0.342163842645806	0.442575458560716	0.350767595470648	-0.124872257308529	-0.552916771595077	-0.173563963523129	-0.294753254799774	-0.311449749078433	0.294901847900321	0.321459269084211	0.361953190817124	0.460519209753749	0.569999395319242	-0.0855775119295791	-0.207446432043304	1	0.603802540268592	0.40364691499096	-0.521060056043446	0.237472421323173	-0.00789893310562504	-0.378903038416591	0.450574776180607	-0.534587506909528	-0.533411128768191	0.0963210919769992	0.451207047076828	-0.337037067434726	-0.198438065939428	0.634204929883303	0.0873428445466159	0.355904626013434	0.553644627115244	0.41716296085312	-0.235649858983521	0.694107006520635	-0.349238091898751	0.289828100188729	0.231224958741433	-0.354615315510678	0.589108033110457	0.469999636910613	-0.173073346353102	0.526097190264884	-0.546619544388824	-0.526705604171122	-0.163143418791798	-0.351337055528878	-0.549273046424287	-0.228768470973653	-0.423499442901754	-0.594634323703268	0.646668784678936	-0.412622798616095	-0.398299977874564	-0.232132510657074	-0.164658089180198	-0.169241012590236
g__Alistipes	-0.436884944605658	-0.368468631860169	0.558656972203742	0.763232983544546	0.164416612901627	-0.370863660602652	-0.0413287708912569	0.323649732511616	0.329033458254276	-0.105150663176229	0.51965573960293	0.183336699697541	0.280223380793419	-0.0771502334614811	0.465896147974376	-0.0908710934576291	0.112780052929047	0.155695170230489	-0.0132201338607528	-0.02853167554475	0.394154420521286	-0.136064800339343	-0.465001733231471	-0.101023912175306	-0.375520195267613	-0.718272936429846	0.25062596246541	0.201180744529816	-0.0672918368921134	0.094055350834465	0.188261980397435	-0.0370502871016644	0.0354183271979027	0.603802540268592	1	-0.0937337888260032	-0.361445302431327	0.352367357295963	0.396183723882462	-0.513734258144033	0.111275769071047	-0.426352527754061	-0.406416441228852	-0.133457357418778	-0.00138881274095838	-0.282360903115972	0.0161760463050371	0.301389616536804	0.286360830657856	0.129049130562495	0.555687430943188	0.355820484114392	-0.438245909965294	0.524579540967623	-0.02153710111513	-0.104147117586401	0.0253433303479258	-0.262918792745828	0.285606586288744	0.490539127213222	0.010031304027134	0.274447648288875	-0.224086655117671	-0.526557873700938	-0.0819244772950453	-0.101057529068799	-0.419983410470574	-0.216831421067618	0.0616152855255728	-0.521079963258955	0.55238518403635	-0.408773056621372	-0.510805741216184	-0.0271661795286213	-0.28382348053638	-0.321367930778954
g__Neisseria	-0.0138374329702174	-0.296348677380445	-0.273111958003595	0.0552808359104995	-0.583601954110455	0.208742439121161	-0.242780959621795	-0.440102416921048	-0.00775975838573981	-0.486679202028714	-0.146408221359752	0.112951560394997	-0.232515482503785	-0.248152262705573	-0.254124138519623	0.521532763802811	0.235075768529705	-0.017931289689323	0.101123341608209	0.457330552886049	0.163638380241163	0.0555612271211699	-0.30362639136512	-0.438198980186058	-0.388539136811603	0.123582576524872	-0.0258976847059241	0.604332966089962	0.363398845628414	0.483485611788339	0.561559562206678	-0.379221984382387	-0.129968527375988	0.40364691499096	-0.0937337888260032	1	-0.0929910151038747	-0.0745449221615088	-0.359142496629332	0.21747772526441	0.132794100369915	-0.399947667814292	-0.317927010400797	0.331948397044759	0.676937549689069	-0.212369160356035	-0.587993948887956	0.508198502874303	-0.355216607555276	0.728884323873372	0.141266328978725	0.266130047659384	-0.0105767166878475	0.424492741360799	-0.573585474174886	0.52093599060008	0.111432387485152	-0.310176374246296	0.0824317328223441	0.554302938858023	-0.488716274215749	0.271879651552625	-0.380575627114091	-0.0750731066024496	-0.296687620864644	0.314746977113172	-0.163561891769116	0.233174204387717	-0.0720958523788321	-0.0320124765940508	0.155824528783507	-0.118755822991362	0.103410383355122	-0.128042636198907	-0.0554344977776212	0.019575992559966
g__Micrococcus	0.54515351138539	0.298377413137192	0.153479356342355	-0.450210052331713	0.458186737646907	0.0322080471001615	-0.296865168543197	-0.223948019884015	-0.411332357831372	0.36309102718837	-0.442205506215062	0.0154029686434222	-0.426288833685657	-0.264385436144776	0.0297139779216283	-0.453051980076714	0.189738890843976	-0.410392456386779	0.215729083048808	-0.479531374376892	0.00377253960144152	0.325655749652423	0.528046840073621	0.0401381220046353	-0.0572346618983439	0.404573769007475	-0.4167618376663	-0.0654953477892073	-0.302033527094512	-0.175785619842176	-0.207585852124024	-0.228799190551367	-0.00740071997429524	-0.521060056043446	-0.361445302431327	-0.0929910151038747	1	-0.380284876497	0.00307449214761359	0.5533995915709	-0.383439896971263	0.444349320747523	0.447491768121617	-0.26321656375782	-0.408714006199549	0.714610401532185	0.462011006764718	-0.476373895290743	0.0838540642083189	-0.300272598682666	-0.104181947781025	0.0221875368474293	0.212637592110127	-0.472996399454719	-0.0755987928668962	-0.0918414752093924	0.132628521490142	0.482200849246823	-0.710768867559502	-0.39745903036301	0.498640188170889	-0.41998784991441	0.549354947664562	0.615033091007469	0.319758792819426	0.160199014491515	0.14449231855028	0.442302675003666	0.283964177915175	0.30240667368418	-0.44649730908817	-0.0756451512188793	-0.0360360112537609	0.362704030371784	0.455925137207762	-0.157720643354732
g__Holdemania	-0.0721883105148691	0.0768951943380088	0.665269860357522	0.737859891738067	0.121064661526943	-0.490481426078161	0.384524627349912	0.534066388971072	0.428283484352175	-0.235571901780189	0.759182173992253	-0.270555424384909	0.790527096711285	0.142981080964451	0.301348061871027	-0.152651200112857	-0.441245151402521	0.793517630843253	0.360375700194993	-0.0161489004531516	0.0422922679877721	-0.45857893517754	-0.417144232940101	0.301524552496057	0.148023932592532	-0.426939319142774	0.142576472894011	-0.340974582307099	-0.0892278573176542	0.147090382380858	-0.431798787389885	0.0772609650874349	-0.1058656743362	0.237472421323173	0.352367357295963	-0.0745449221615088	-0.380284876497	1	0.301132178920792	-0.289174327792646	-0.279940628990688	-0.325014824672246	-0.323336654192501	0.233491449234076	-0.0515295892527049	-0.691845233702866	-0.174789263126547	0.114504041911632	-0.443923483349236	0.326404360611089	-0.0974935715654576	-0.0876116891281922	-0.323820084505484	0.161649779166513	0.646021222862077	-0.339006879752544	-0.633878868589231	-0.634071359915603	0.144016781026753	0.386462131832342	-0.20391255069334	-0.14583788150787	0.223784305763683	-0.512115298154234	0.151450963921409	0.322536703807315	0.0294830948046855	-0.389459406604158	0.328338061096373	-0.0563312823145325	0.262565700412513	0.0931734105344961	-0.104983497783935	-0.287645452238895	0.0221915570562468	-0.239567925604678
g__Collinsella	-0.367349261212506	0.183390434703244	0.682684983548668	0.15065339655637	0.282879242869083	-0.599380613303411	-0.435546704073884	0.387082515407702	-0.245218391126956	0.0792415793157654	0.109190984062357	-0.0562577700576224	0.0272840980520642	-0.280416330941011	0.29356298578853	-0.694863951380561	0.429977159998275	-0.17008375591675	0.275965827589915	-0.114662939186022	-0.0841068199306362	0.436016620980012	0.346186559854364	0.0992413024932182	-0.156260482949237	-0.434427920550965	0.594838255223114	0.216643881534839	-0.643992303447666	-0.347656624844914	-0.130313597454908	-0.416307951322197	-0.168399441035477	-0.00789893310562504	0.396183723882462	-0.359142496629332	0.00307449214761359	0.301132178920792	1	-0.141782549120199	-0.184540792387586	0.374989388902354	0.466248344119538	0.290876832199958	-0.195469037312157	-0.146708091853234	0.21052711956395	0.161376250657404	-0.20323367680748	0.0503117025078073	0.307219378145038	-0.0125824144200779	-0.729357746656526	0.0945559510196262	0.17048757827883	-0.504657742560505	-0.044427363387505	-0.119074999680986	-0.0123007534167667	0.184249433656411	0.0960724527946425	-0.104371254671621	0.345760319075105	0.0298641030663626	-0.224093711121041	0.0537623067964563	0.235653392439259	-0.356015658644521	0.400663870479424	0.0155268715125195	0.189590502254079	0.179898947524482	-0.214984701279624	0.0938994830549021	-0.197806633727679	-0.439083011711782
g__Dialister	0.0108307271876274	-0.285796681521953	-0.111817181882678	-0.501390047398764	0.0872423371438777	-0.0678933790730525	0.0217824811113507	0.0176305938360992	-0.0133631637892966	-0.384262674890889	-0.338967833478202	-0.375261199501839	-0.22146073226682	-0.460897412225148	-0.24813276037714	-0.131203917446261	0.256255603769518	-0.134835266431243	0.128436097597027	0.292309794714158	0.400491579395515	0.193313314735225	0.59341600972975	0.148649898086656	0.30976267235846	0.235964424226806	0.0157035874886051	0.0488690802463237	-0.0940204307862715	0.150344427749446	0.0911552493117713	-0.432421017107677	-0.421366197055765	-0.378903038416591	-0.513734258144033	0.21747772526441	0.5533995915709	-0.289174327792646	-0.141782549120199	1	-0.142819075929179	0.372562300163256	0.420157868344347	-0.00688402351942321	-0.189108620339843	0.430339978878296	0.1234050250388	-0.257519328811362	-0.210634724830994	0.15284790062317	-0.124107122765846	0.176690012236876	0.115830881126378	-0.434621954898259	-0.176056921577073	0.235803283704538	0.356298828089097	0.411126004197785	-0.656586001946181	-0.140402335669898	0.164504546970726	-0.614544469077952	0.502501138509917	0.652855124781842	-0.193279196384028	0.443010428330509	0.174780836244749	0.337792744269825	0.168946405156402	0.085396309811204	-0.420053330436037	0.0380546749571781	0.219113215457282	0.116397561247391	0.21896466846473	0.0743619955022143
g__Rothia	-0.452911345529038	-0.269004816933494	-0.318804049413902	-0.0957662075185264	-0.180695813803486	0.132598007781597	0.0781658597838452	0.0613682115591086	0.146605629586797	-0.222232036442673	-0.0429293090154136	-0.0835920107753905	-0.14611169123585	-0.130862317476222	-0.346185699676299	0.467335687399682	0.280665320711281	-0.214650954756514	-0.564019952479349	0.418872453958948	0.188850694461537	0.147194187679986	-0.0535485296162047	-0.126305127219752	-0.0878543713724029	0.0748770384400299	0.336107681204807	0.246353540198662	0.600472973713518	0.174767601916708	0.487861664832369	0.04331577164328	-0.173420226846973	0.450574776180607	0.111275769071047	0.132794100369915	-0.383439896971263	-0.279940628990688	-0.184540792387586	-0.142819075929179	1	0.0468286263406737	-0.140286401363895	0.0809914802183121	0.341757212712979	0.0634733262801321	-0.023826834045578	0.322202960444162	0.326518480496521	0.0197653951009803	0.105653719232554	-0.0643414212282638	0.252332902229324	0.318816271353341	-0.367272898625583	0.514697224984349	0.471960840504406	0.243751128325859	0.520063449668789	-0.0737000684246634	-0.138233112229416	0.356460030194508	-0.549697009588266	0.0415928042894238	0.0481800218765228	-0.512111948821366	-0.121431873565786	-0.353889990303366	-0.682073741671336	-0.486314289627657	0.13731422339341	-0.224415660476239	-0.0439214591008512	-0.313845667675376	-0.0776468121802043	0.149862223905566
g__Chryseobacterium	0.058962494511095	0.423270904071727	-0.00215176482549286	-0.700376603621838	0.303794302962711	-0.0116939941121525	-0.313002073449375	0.0353689580758134	-0.432915302396796	0.365503913919627	-0.518002596149835	-0.136625236925803	-0.397383535206496	-0.152381640440147	-0.200397008991248	-0.482025248657728	0.448848241671184	-0.464149704910209	0.0927033868927826	-0.0842746626001278	-0.258747620627355	0.651634241421549	0.834086913912294	0.288994930359903	0.248898405457768	0.369441455556185	0.215367751239753	-0.0186766386183282	-0.350278477219625	-0.494623417655819	-0.136542941030305	-0.159460833477283	-0.0716605386437788	-0.534587506909528	-0.426352527754061	-0.399947667814292	0.444349320747523	-0.325014824672246	0.374989388902354	0.372562300163256	0.0468286263406737	1	0.838386923745538	0.269261767920261	-0.228777016145875	0.411581071269274	0.380430881857539	-0.250903270350368	0.0104267346793128	-0.239426245458215	-0.215709743318814	-0.383172505339324	0.0335894748144773	-0.399760421492997	0.101611697783617	-0.2763450470463	0.21362744991312	0.41774948439853	-0.322229964408603	-0.45930658467714	0.321200764442101	-0.205439886603484	0.443163763949023	0.726711907817938	-0.00300295710552153	0.0203048846937385	0.595196015269309	-0.0855677832459193	0.132975170218043	0.407210955564143	-0.345711806972	0.403318374464858	0.3531447538415	0.107749385547738	0.064210959877356	-0.0270704392487156
g__Pedobacter	-0.0167088898671793	0.411230278575194	0.0818415531713701	-0.650923520791823	0.364272558550649	-0.148107841182177	-0.344630553673036	0.00509840431458958	-0.377349014423578	0.343344974863269	-0.567476536577756	-0.113167399381495	-0.414962594600405	-0.103482195218372	-0.152813704658223	-0.572048967521612	0.502807968657194	-0.480877029650061	0.136954930202869	-0.0333135620248523	-0.174384267876862	0.7341453984442	0.883769972369714	0.340895184546329	0.284080774483776	0.277610414189398	0.25842765970754	0.0222247928555263	-0.565009342246218	-0.565439754385812	-0.0922336987388786	-0.231622939645835	-0.102817672354768	-0.533411128768191	-0.406416441228852	-0.317927010400797	0.447491768121617	-0.323336654192501	0.466248344119538	0.420157868344347	-0.140286401363895	0.838386923745538	1	0.270675935994555	-0.25612769482386	0.465289038592239	0.459728632827763	-0.264780989534292	-0.0375653377838907	-0.146473917326098	-0.0742836537329419	-0.202392937366936	-0.107320852904647	-0.455960611938782	0.0793328932547972	-0.339663307571626	0.148070398715823	0.355742532826408	-0.288924667908416	-0.39996831313007	0.374345550994371	-0.304065490485119	0.552835977717292	0.707288942388204	-0.0828641374106315	0.0257829333140111	0.446236239847998	0.0610527366609381	0.21279288825586	0.486368675121878	-0.239196896232685	0.349104543258401	0.195204884792815	0.313519932858496	0.0414320037051595	-0.101212626926976
g__Enterococcus	-0.323656914238108	0.159063512435424	-0.0200614133431307	-0.169912941793747	-0.484642735169478	-0.0214238750750799	-0.477579337506638	-0.177346340045374	-0.247871389976668	-0.19218061483164	-0.234410167867497	0.0557413966695959	-0.16592622886656	-0.0550634340436939	-0.180001007460015	0.02057556688923	0.395359278581559	-0.0701307548852492	0.382006672261549	0.318573066841834	-0.353866471997471	0.412669270722594	0.180886252404076	-0.12400277922617	-0.210886007117721	-0.00142215833088986	0.399608652601847	0.51832538589151	-0.246240303295558	-0.0592061000264281	0.170657053822527	-0.337849886163866	-0.0229173919771475	0.0963210919769992	-0.133457357418778	0.331948397044759	-0.26321656375782	0.233491449234076	0.290876832199958	-0.00688402351942321	0.0809914802183121	0.269261767920261	0.270675935994555	1	0.618512438440254	-0.464271804726385	-0.415365117919335	0.560336597754172	-0.562145924691889	0.6324824276358	0.0371417217060961	-0.162991964272612	-0.424716435811063	0.22994745289727	-0.0989646652413586	0.00651023102110153	-0.181870170739066	-0.472362781857366	0.195832039886287	0.400248623565765	-0.566301805259382	0.241905392433386	-0.157234851117494	-0.02091365858646	-0.462262956616391	0.348810796525913	0.442321165951482	-0.29495988855355	0.22182409208181	0.397610276308584	0.125158114393609	0.516339988539782	0.343005889607783	-0.244681906101907	-0.377041318229825	0.0291243800183484
g__Mycobacterium	-0.126755338595019	-0.0633456765684435	-0.371157797768624	0.00116447336628247	-0.739333459348445	0.335580904227652	-0.351882581631082	-0.475727553307887	-0.186446578195503	-0.232291561607553	-0.204368628532817	0.34860251511803	-0.283430592872881	0.0854523907393658	-0.182593048795783	0.531117120388848	0.33389967218744	-0.162742013534481	0.0350329092273302	0.392113533695192	-0.251751780769255	0.20204473828913	-0.214019100112174	-0.495498023260803	-0.475012576189739	0.0970823801776691	0.132109586850431	0.622395938656103	0.338401610912886	0.200481928256518	0.562062552042425	-0.207530145765059	0.138469374606514	0.451207047076828	-0.00138881274095838	0.676937549689069	-0.408714006199549	-0.0515295892527049	-0.195469037312157	-0.189108620339843	0.341757212712979	-0.228777016145875	-0.25612769482386	0.618512438440254	1	-0.383609862188033	-0.690878516821178	0.668636199136903	-0.298573696405373	0.601689558562427	0.228809246559517	0.0741104999891916	-0.104360387886496	0.498852003318274	-0.502763173947233	0.425262233305353	0.114170829996466	-0.360266066679439	0.524234488370324	0.439236710458591	-0.605597955652658	0.615035555061795	-0.656354791650728	-0.318080757633176	-0.364258142718256	0.0288038818062207	0.0112200465916451	-0.116116971487691	-0.123134257337346	0.0534653224657641	0.193801078723279	0.186398215712798	0.239650528174465	-0.252425984326565	-0.264270635258607	0.181130344369056
g__Enterobacter	0.27529142115092	0.0992561541156288	-0.169026126310239	-0.603152354203937	0.446159708578665	0.211090196528044	-0.0860670463517456	-0.160392666773543	-0.239082928495114	0.353165462014958	-0.470214702482187	0.0105974246937198	-0.523982732905749	-0.204339134730684	-0.153844540739822	-0.159838375695243	0.285063425382568	-0.603291334250658	-0.29206835075859	-0.213385916490466	0.129055373320682	0.38845196818201	0.569733353142662	0.0551442802235387	0.155846823707367	0.468858825328855	-0.24553282427492	-0.068933612749564	-0.0658744179789988	-0.20046639820735	0.106904623089169	0.0531960892811165	-0.00936442419760685	-0.337037067434726	-0.282360903115972	-0.212369160356035	0.714610401532185	-0.691845233702866	-0.146708091853234	0.430339978878296	0.0634733262801321	0.411581071269274	0.465289038592239	-0.464271804726385	-0.383609862188033	1	0.541499487716072	-0.436720291880378	0.512779743840915	-0.491288370326138	0.0254579230618104	0.166096722640043	0.455836534873189	-0.351184116667759	-0.217033889726458	0.141499826491371	0.512266192036588	0.792796125166066	-0.436636285008717	-0.615723200380821	0.627027807777795	-0.259503765678225	0.189037877845537	0.635723682273226	0.28137353397166	-0.303750124619134	-0.0716306833547604	0.360115672877358	-0.202081428054247	0.00881780122369438	-0.311498023966857	-0.191672340083322	-0.121458689594652	0.356280007082253	0.292658126531981	-0.0351802932702142
g__Anaerostipes	-0.0986166315255221	0.328072140887771	0.426031406091616	-0.211550892177352	0.912392624776745	-0.354335981729837	0.193346809738078	0.401623507653662	0.202310887742711	0.43421060683873	-0.0746716522205305	-0.366067291878006	-0.0662988625777853	-0.0283329167225758	-0.126821045808149	-0.511095668777385	0.149068128544366	-0.284288239774176	-0.26482202675034	-0.151842886725775	0.253393214093255	0.259563282003841	0.42003097298545	0.604811084727577	0.48912377030113	0.105441824765175	-0.10230429474955	-0.378975906587696	-0.340300584818893	-0.345128160191192	-0.16987415035306	0.234804658782102	-0.253307235393638	-0.198438065939428	0.0161760463050371	-0.587993948887956	0.462011006764718	-0.174789263126547	0.21052711956395	0.1234050250388	-0.023826834045578	0.380430881857539	0.459728632827763	-0.415365117919335	-0.690878516821178	0.541499487716072	1	-0.493414669514924	0.537950638985065	-0.557476276244747	-0.0140022018393524	-0.118824664247517	0.176287074502486	-0.263296734375606	0.32739049097292	-0.338472150432142	0.112465201441207	0.38889636040137	-0.283246446993074	-0.588479104682765	0.83414345917973	-0.343000593078214	0.537743607295738	0.346777116938282	0.508967819317519	-0.400716032728589	-0.102498547157078	0.0668737728504112	-0.132389160748964	0.00863672405651349	-0.0402057058989769	-0.277571446772838	-0.376853766359149	0.358696667312972	0.144442798397904	-0.414250067039438
g__Herbaspirillum	-0.37761775201531	-0.166210489479312	-0.0282868726912736	0.177994577815388	-0.517838158300845	0.0282261089390859	-0.333392497394152	-0.162060881095332	-0.0173653670676487	-0.404772758946188	0.0845063057293063	0.100963968317717	-0.102487103410253	-0.122566912680956	-0.237316685154643	0.34965076569746	0.388846673611711	-0.114058126980387	-0.0551051306747746	0.461656273025041	-0.0200510195321452	0.201316099840115	-0.305435051061038	-0.381120868743163	-0.472401127759503	-0.11880013924372	0.416737541055112	0.624154248278727	0.203798670397897	0.296662913624761	0.573941763162883	-0.348002852654244	-0.0938077453638041	0.634204929883303	0.301389616536804	0.508198502874303	-0.476373895290743	0.114504041911632	0.161376250657404	-0.257519328811362	0.322202960444162	-0.250903270350368	-0.264780989534292	0.560336597754172	0.668636199136903	-0.436720291880378	-0.493414669514924	1	-0.258245250711424	0.627999306613807	0.501201784861987	0.146167872566791	-0.32683701942352	0.626090265046903	-0.445877321344297	0.271782803563304	0.163146509471107	-0.426057578627367	0.54957219157743	0.625538869006249	-0.454502373948852	0.515910141574635	-0.522383238303883	-0.312434909030621	-0.403514062513362	-0.0481474614577649	-0.143004734280264	-0.212648414964316	-0.164660988129221	-0.233453855992721	0.474601246666514	-0.0325380306893653	0.0396429986503917	-0.255398797219955	-0.283070472159591	0.0191472270089797
g__Acinetobacter	-0.244799344852496	-0.0650806578775253	-0.095253712176108	-0.0666959283963	0.455376069726503	0.229246660922689	0.0364500454520762	-0.0252943283754932	0.255808776529569	0.405411755928179	-0.227040002949772	0.255184369782204	-0.307095714267381	0.268201750177187	0.0412417700829931	0.0329287237236746	0.163700118063527	-0.423991093339656	-0.463568785011703	-0.161482937135423	0.264156701883405	0.173582223523398	0.000703084009397986	0.191001901465354	0.0442776571634465	-0.046734814600565	-0.307931641498106	-0.0828136856008653	0.061090064988652	-0.301847895891022	0.182117129539709	0.4718680145414	0.242651202582658	0.0873428445466159	0.286360830657856	-0.355216607555276	0.0838540642083189	-0.443923483349236	-0.20323367680748	-0.210634724830994	0.326518480496521	0.0104267346793128	-0.0375653377838907	-0.562145924691889	-0.298573696405373	0.512779743840915	0.537950638985065	-0.258245250711424	1	-0.598482015972657	0.141723560632416	-0.00358286491479949	0.41032796184497	-0.0298293574763082	-0.144088581009781	-0.0515255885294819	0.308134019685276	0.452473718240387	0.0365831255315455	-0.397228579119913	0.584412697612076	0.205509566321126	-0.180014756175958	-0.0460530258704811	0.320085934802274	-0.59827513666998	-0.426099856843363	0.155446098048787	-0.400789125584801	-0.275075328353651	-0.0847173248173285	-0.435166332735901	-0.389153242426338	0.0885970276070132	-0.138897977852126	-0.125338419561979
g__Cloacibacterium	-0.268608560518572	-0.256681869872891	0.0875552571776454	0.255520941822008	-0.513623414371764	-0.185710113007123	-0.237847906178985	-0.12198381492013	0.0711789223207021	-0.624102390293961	0.062455284801001	-0.117773707183914	0.0218308605679613	-0.329759682704607	-0.131557891337168	0.244616475493767	0.272314137217807	0.193042341414798	0.2802936409647	0.500742243280954	0.152151541001893	0.074538470304785	-0.181053574638649	-0.258627076801814	-0.319614564387272	-0.18738353154741	0.309857385885956	0.584602404527202	0.059115511579285	0.308063684655446	0.349045732701848	-0.46896173345843	-0.33608410816043	0.355904626013434	0.129049130562495	0.728884323873372	-0.300272598682666	0.326404360611089	0.0503117025078073	0.15284790062317	0.0197653951009803	-0.239426245458215	-0.146473917326098	0.6324824276358	0.601689558562427	-0.491288370326138	-0.557476276244747	0.627999306613807	-0.598482015972657	1	0.212016726218617	0.17213921690748	-0.453908268995254	0.41692232105793	-0.252971557611936	0.289742942507833	-0.0554789434117039	-0.592478599292315	0.197666164875229	0.717296634412778	-0.560114300404243	0.141730523164194	-0.156951227583854	-0.151724743940129	-0.456394496336499	0.38116294778068	-0.0121131171105103	-0.11473421289055	0.166502744604881	-0.125423414590055	0.296256627352578	0.00610301484262369	0.0879274989002079	-0.295729204739391	-0.219036133677895	-0.120468224442128
