	g__Bacteroides	g__Prevotella	g__Faecalibacterium	g__Megamonas	g__Ruminococcus	g__Clostridium	g__Roseburia	g__Blautia	g__Parabacteroides	g__Lachnospira	g__Sutterella	g__Coprococcus	g__Dialister	g__Oscillospira	g__Dorea	g__Phascolarctobacterium	g__Veillonella	g__Anaerostipes	g__Streptococcus	g__Eubacterium	g__Paraprevotella	g__Megasphaera	g__Haemophilus	g__Alistipes	g__Collinsella	g__Bifidobacterium	g__Butyricimonas	g__Fusobacterium	g__Odoribacter	g__Turicibacter	g__Bilophila	g__Lactobacillus	g__Sarcina	g__Acidaminococcus	g__Holdemania	g__Actinomyces	g__Acinetobacter	g__Eggerthella	g__Sphingomonas	g__Granulicatella	g__Klebsiella	g__Lachnobacterium	g__Oxalobacter	g__SMB53	g__Pseudomonas	g__Atopobium	g__Neisseria	g__Actinobacillus	g__Desulfovibrio	g__WAL_1855D	g__Escherichia	g__Delftia	g__Porphyromonas	g__Rhodoplanes	g__Morganella	g__Parvimonas	g__Nitrosotalea	g__Microbacterium
g__Neisseria	-0.154822703055848	0.0499230526918079	0.227780462123197	0.732169694298833	0.54292138556437	-0.444352007916716	0.101645096710656	0.194750102726806	-0.60189974361289	0.636350266363392	-0.156366475330628	0.207434629572703	0.104576947904611	-0.591092472415163	0.688855902179209	-0.136068006059917	0.41566312429495	0.0254940137491049	0.200187617874927	0.0873450852259671	0.245016164433029	0.0536017455159486	0.369131808494354	-0.680863322644805	-0.0865745245113244	0.213968467066254	-0.26138895732495	-0.383410562255053	-0.498210926024554	0.143097151852888	-0.310415395452888	0.366656537142329	0.347986617017002	0.269887200778956	-0.108053871228532	0.226176791071644	0.384103505580193	-0.442012479827146	0.465989942369578	0.441711321623889	-0.369761292117019	-0.433810637395154	-0.0832252059737569	-0.158890448700918	0.439954507175466	0.676096980604237	1	0.202093036810614	-0.548980808425397	0.00402154726504581	-0.269830423119945	0.378544602842579	-0.0518133152888172	-0.0398868806873128	0.118068585477852	-0.114263871847933	0.0366997191855495	-0.478731850315305
g__Actinobacillus	0.461431006274604	-0.044999879540142	0.219916531085513	0.03094474630703	-0.258688910153731	-0.634907791943597	0.278631982389719	0.280609934801297	0.340983687838553	0.464476309588895	-0.319144255512801	-0.219466431111759	0.00369618792694287	0.395923386772665	0.0808476738252922	0.0966097699985714	-0.188351804565308	0.401396582528844	-0.642232541339026	0.110740497261165	0.14376956967174	0.387837146880883	0.0845878241448595	-0.170103151068399	-0.0620713499752998	0.117331243291128	0.32758774030062	-0.00117000069891373	-0.0215651566623417	-0.762118389724437	0.600384700947997	-0.533408784421734	-0.178164159889504	0.458347832757442	0.303292772377111	-0.275791973529573	-0.120224281105867	0.440068802614782	0.504003864663748	0.0479917771048258	-0.220761158329088	0.12129108753476	0.233015807765122	-0.474537447426841	-0.449201975762198	0.0821550765107962	0.202093036810614	1	-0.46742509730734	-0.32801434080589	-0.256301681430847	0.0596061479404806	0.114907755076455	-0.771359158651624	0.265559728165076	-0.489025239573901	0.231677591257031	-0.0425224360136001
g__Desulfovibrio	-0.160951292108474	0.268972794766656	-0.358825408867162	-0.579960340513802	-0.152742004296181	0.732671063143518	-0.343136446071381	-0.0152114379055035	0.134119957140932	-0.461282037617211	0.182232657302716	0.360762001096421	-0.0537475335142473	0.292810686646637	-0.556697721268569	0.0493322878495111	-0.361650748713082	-0.117665914195452	-0.209685403015976	0.198581959291161	-0.0419602789393813	-0.554063812826785	-0.662537646568377	0.634619827658217	0.362617889499903	-0.523700364914762	0.15716756539308	-0.0824981108422246	0.431398703383428	0.301362796420144	-0.0116617977386736	-0.0569239144087725	-0.00138610759054898	-0.0645034352237863	0.409897678770353	-0.232358718359593	0.0101860875584377	-0.263425687848929	-0.616951490341195	-0.419177069224284	0.0257770883095779	0.396419788347309	0.472281128924525	-0.0602072397211406	0.0762034281893269	-0.604942537044809	-0.548980808425397	-0.46742509730734	1	0.330719936379856	0.20728895338271	-0.321326642439832	0.205178497226348	0.205591711466889	-0.118075609832986	0.278955679018995	0.146168674001886	-0.0718726681937202
g__WAL_1855D	-0.454159994787099	0.112904774449605	-0.0619911341678776	0.0620640585498039	0.176404643693288	0.68470479729439	-0.136080105224337	-0.336383236527549	-0.0611727022877756	-0.125543533075751	0.161906931118641	0.0476923582434167	0.529313663697558	0.0886980456707736	-0.0320022369003385	-0.721740116286689	-0.109967210187087	0.156274209030851	0.0430323223661495	0.209301084875618	-0.268867418250699	0.0821064477897009	-0.223098159436496	0.0914243487764095	0.571079882096732	-0.218533733321911	-0.511582561690963	0.106852583300811	-0.264536100067024	0.510510196843337	-0.615767115672159	0.033790135216237	0.103516241483512	0.290962203208912	0.315892148645302	0.223666472615339	-0.0569620920497003	-0.268266460789651	-0.434071664809444	0.000308217050085345	0.00717255859490925	-0.295134212297784	-0.182650209359758	0.432484929139282	0.0486044382060117	-0.165989243638216	0.00402154726504581	-0.32801434080589	0.330719936379856	1	0.0719622544101573	-0.202634050739669	0.396996362182002	0.0344570619191261	-0.289635642203253	-0.0951237655197262	-0.160449933173808	-0.0751433410267513
g__Escherichia	-0.0138095055520595	0.132774056597514	0.281789502510809	-0.179535138215146	-0.405071955196878	0.417674359576765	0.344494732495298	-0.703784560866732	0.364624163578702	-0.253441206672722	-0.481839569358705	-0.579142514322614	0.354805896942984	0.107995930607324	0.0212110869016731	-0.0018228331809084	0.29786487038579	-0.329203876220234	0.123357643722348	-0.422566580214797	-0.747492236156162	0.0819815629672857	0.242104311776082	0.283547673089047	0.0513725113476092	0.145274649382224	-0.259670651953089	0.06478332180131	-0.18812918890193	0.337124902095827	0.176848348841277	0.440436057515032	-0.561050604419056	-0.261563820311933	0.230935938212441	0.442199863037581	-0.714422154862439	0.487883737083891	-0.292556852226237	-0.000460216880494112	0.800155113934514	-0.276213391983758	-0.279035604730708	0.505751520954083	-0.207147341906364	-0.108308363840299	-0.269830423119945	-0.256301681430847	0.20728895338271	0.0719622544101573	1	-0.284251137103435	0.174475085313946	-0.00883858138017948	0.503253419289852	0.292501275477789	0.120184812235176	0.614853992191726
g__Delftia	0.288543839309133	-0.39831655936579	0.0752189399910411	0.472510372025969	0.359738345664122	-0.427388399132871	-0.447441493285161	0.56178936458314	-0.227628124089615	-0.267705369392061	0.482782131660503	0.094474937052579	-0.0986729568408017	-0.51600284403696	0.0167487401649661	0.0576958918587879	0.109646447410015	0.198628648152914	0.37243406183745	0.00605974760820649	0.0640053196352796	-0.240431123372915	0.153619796971804	-0.12095428936794	0.0388169707306717	0.368831641712293	-0.0191000926166164	-0.0977116254853423	0.112545444213698	0.0190493447365459	-0.111087495510462	0.070602171938443	0.085785710793907	0.102599005124522	-0.271032804085757	0.420618723808526	0.604684588603234	-0.0986938995934067	0.685711234727483	0.77614267682408	-0.294760337674376	-0.186796227799603	-0.212872852759378	-0.387476090774459	0.398846346902537	0.135460025374584	0.378544602842579	0.0596061479404806	-0.321326642439832	-0.202634050739669	-0.284251137103435	1	0.329984817568417	0.0506599858900199	-0.352721479315861	0.452701742876234	-0.525039491742772	-0.198065815019565
g__Porphyromonas	0.185519015228202	-0.304203714268548	0.197513683851437	-0.0123336346678231	-0.159658839062776	0.263779760334622	-0.210434150014506	0.136163416344527	0.263660769599293	-0.2740977237341	0.181873360330063	-0.243671342356908	0.173694795195703	0.141560012064294	-0.322971187767205	-0.383485820815429	-0.196688219674038	0.388911748480136	-0.13483659690794	-0.278823260115952	-0.535371530164175	-0.0364575509251795	-0.00393343190477549	0.0984145649385321	0.473520182588	0.0935896249828963	-0.139932427938621	0.293989739886471	-0.115332249861518	0.125015151720371	-0.0663390679027488	-0.281928965118718	-0.116005135276945	0.545944143273058	0.436163616486065	0.104214847170469	-0.0187311598422784	0.206850619945164	0.0914466118547275	0.328898456802499	-0.0709021391430091	0.0534930558714446	-0.0586638283081246	-0.137580845170303	0.0330216679024795	-0.306749640396931	-0.0518133152888172	0.114907755076455	0.205178497226348	0.396996362182002	0.174475085313946	0.329984817568417	1	-0.443133664810427	-0.31247917065733	0.338648533221362	-0.485749240873778	-0.0933614389275813
g__Rhodoplanes	-0.260986162562453	-0.0807275562520963	-0.0669485619378729	0.277075840856002	0.56731770086933	0.253032051314909	-0.0488559628352709	-0.0845590404392021	-0.340826493911631	-0.307901068975653	0.362745552245737	0.297265372003053	0.0603334527482406	-0.518068637843736	0.129750405736878	0.0855343176987196	0.39086054555751	-0.211853049776478	0.740001133216004	0.0758489648432812	0.300454639091657	-0.222986803409354	0.0795910763791028	0.0961925591391987	-0.28649991931765	0.153980107354735	-0.229978602167824	-0.00498890371356	0.101628461465666	0.591779237838831	-0.50303525783118	0.588419897478107	0.412890949513084	-0.486398403631093	-0.478023969543026	0.16666108763933	0.337616255656014	-0.474451545834671	-0.166405224164429	-0.0977489092078253	0.170941142187752	-0.0373820743640793	-0.242123608475841	0.477918887155127	0.445570730941565	0.109365963141844	-0.0398868806873128	-0.771359158651624	0.205591711466889	0.0344570619191261	-0.00883858138017948	0.0506599858900199	-0.443133664810427	1	-0.307739539607682	0.26081851705462	-0.151648045099121	0.0727254790149936
g__Morganella	-0.180929196717507	0.602448355166045	0.06642909892432	-0.178753606691356	-0.48205894547913	-0.063289762198951	0.402245423554367	-0.35695071403028	-0.0166596005052931	0.44264010920347	-0.776934261892856	-0.198120235984826	-0.107769401968558	0.164561317884623	0.441280735426217	0.448402088588636	0.224735042123736	-0.58265267769069	-0.221403214561749	-0.290626384588353	-0.152093120909538	0.243981048854311	0.248261853649012	-0.150704671458806	-0.104852134332407	-0.184867468524321	0.19446723058769	-0.295269441183591	-0.254555651981814	-0.0664501551562657	0.373522598303157	0.229999718248635	-0.414119346928597	-0.164191906489661	0.0915487485297664	0.0605757203627649	-0.640838517723629	0.301251323525551	-0.217026418962385	-0.133266864284046	0.575198550133674	-0.0972816375253454	0.216908450003939	0.0664052265856847	-0.132531269529522	0.348148939537223	0.118068585477852	0.265559728165076	-0.118075609832986	-0.289635642203253	0.503253419289852	-0.352721479315861	-0.31247917065733	-0.307739539607682	1	-0.231741169117426	0.532939727585024	0.164655569937631
g__Parvimonas	0.10958292646018	-0.332727366560664	0.249731208877848	0.151876912998877	0.105226305290644	0.124215280070409	-0.157218670424589	0.199294393687342	-0.0544385862300868	-0.443022902098237	0.24064580733951	-0.0560735944592846	-0.10663229816464	-0.514333465451651	-0.247727367564316	0.115046642355551	0.314552276948453	-0.0989763698970313	0.454377842920428	-0.441012221988498	-0.306579805040653	-0.498963760665114	0.15447663451074	0.139380304885503	-0.103329874364375	0.327054396594448	-0.102366934518322	0.139171412425685	0.0705350693113007	0.484767988129268	-0.160097179861233	0.387674459965218	0.130038000144197	-0.0765321262319985	-0.0762678258553822	0.134050301929158	0.169994704991362	-0.141979320237354	0.150670362660328	0.212714966255322	0.0926517682352501	0.10022151519893	-0.0737203071812168	-0.0119436739532875	0.318272032099788	-0.198959259804447	-0.114263871847933	-0.489025239573901	0.278955679018995	-0.0951237655197262	0.292501275477789	0.452701742876234	0.338648533221362	0.26081851705462	-0.231741169117426	1	-0.383317944522582	0.0417941605881826
g__Nitrosotalea	0.0835854209286034	0.50725896212535	-0.056066648637196	-0.251576512105509	-0.140928356239777	0.0450188774510542	0.404434512461019	-0.351288990993078	0.134704201667624	0.303976367954692	-0.550651228432651	0.117342558784711	0.193624801281251	0.290528602073512	0.016669008605635	0.269937535770999	0.0961223236842005	-0.141879987844454	-0.527120678048046	0.428174249249392	0.260950625439307	-0.147989015743652	-0.371757320480562	0.226529524825233	-0.195715502039189	-0.307651960744861	0.186873258725806	-0.52390607602497	0.0468280762199224	-0.239689639995537	0.437400722593793	0.181831159694897	-0.247574682201432	-0.294514506482821	0.430158865159011	-0.252931514878429	-0.285830536172971	-0.0901330888378789	-0.257062737254877	-0.621420161810777	0.0606621599088674	0.0426714279752135	0.520636190081357	-0.0284006766494972	-0.374278920912455	-0.0499299375026405	0.0366997191855495	0.231677591257031	0.146168674001886	-0.160449933173808	0.120184812235176	-0.525039491742772	-0.485749240873778	-0.151648045099121	0.532939727585024	-0.383317944522582	1	0.0554963512581199
g__Microbacterium	0.317816637334316	-0.197229245581917	0.303935719345746	-0.166240373258939	-0.261857239407157	0.111232665048239	0.479031753392901	-0.60442671990741	0.658894186695867	-0.421265373533158	-0.213621827720817	-0.689177580880123	0.406659433543343	0.294695870306052	-0.112778177108733	0.0247998571745555	0.220117629396513	0.0129991838783294	0.159704872346296	-0.170378200162172	-0.423987557591108	0.31732055373559	0.235978642921241	0.40082380826991	-0.254900445944904	0.390805729719331	-0.142771470107546	0.351755745888651	0.0663653311703724	-0.0112864645671761	0.371562411426065	0.182112850644508	-0.48941702164841	-0.440128351317429	0.0493730389181915	0.348379858983921	-0.577756734699829	0.680843879570343	0.0109892763593292	-0.145439670914419	0.738206434373499	-0.183545651226374	-0.461518746390078	0.501286576579054	-0.519818351506471	-0.131755509234315	-0.478731850315305	-0.0425224360136001	-0.0718726681937202	-0.0751433410267513	0.614853992191726	-0.198065815019565	-0.0933614389275813	0.0727254790149936	0.164655569937631	0.0417941605881826	0.0554963512581199	1
