	g__Acinetobacter	g__Afipia	g__Akkermansia	g__Anaerostipes	g__Bacillus	g__Bacteroides	g__Bifidobacterium	g__Bilophila	g__Blautia	g__Bosea	g__Bradyrhizobium	g__Butyricimonas	g__Caloramator	g__Campylobacter	g__Catenibacterium	g__Clostridium	g__Collinsella	g__Coprococcus	g__Corynebacterium	g__Desulfovibrio	g__Dialister	g__Dorea	g__Enterobacter	g__Enterococcus	g__Eubacterium	g__Faecalibacterium	g__Fusobacterium	g__Haemophilus	g__Jonquetella	g__Lachnobacterium	g__Lachnospira	g__Lactobacillus	g__Megamonas	g__Megasphaera	g__Methylobacterium	g__Micrococcus	g__Mobiluncus	g__Neisseria	g__Odoribacter	g__Oscillospira	g__Paenibacillus	g__Parabacteroides	g__Paraprevotella	g__Peptoniphilus	g__Peptostreptococcus	g__Phascolarctobacterium	g__Phyllobacterium	g__Prevotella	g__Propionibacterium	g__Pseudomonas	g__Ralstonia	g__Roseburia	g__Ruminococcus	g__Salmonella	g__Shewanella	g__SMB53	g__Streptococcus	g__Sutterella	g__Veillonella
g__Phascolarctobacterium	0.267429950700577	0.0637924527463276	0.19688389153759	0.0965706846112375	-0.0862145927173277	-0.216628470589587	0.0269449554303604	-0.145443668545047	-0.202945200372009	-0.0982537523993857	-0.0870497229811616	0.119153972088133	0.0540264084316043	-0.118629977417988	0.136272414653906	0.266301659091843	0.0194220200767603	0.066364989915433	0.105697611606822	-0.125864839281497	-0.303938626016371	-0.0603031238035235	-0.0412355155948083	-0.0959686435673647	-0.14126014022948	0.166036313900705	-0.065811518168548	0.228790610924155	0.0393827209478295	0.014737046488135	0.138152316210535	0.142167661186279	-0.073265978566899	-0.0295298949280553	-0.122367188050208	-0.142460722585476	-0.173819247240799	0.168359043472957	-0.12085733174658	0.0599243574426918	-0.0232727042455243	-0.0990760783017245	-0.0502806687412786	0.130572208132051	-0.059286336222598	1	-0.112444106775314	0.281707455197404	0.195567576385289	-0.102101255367087	-0.0714418932916041	-0.0147069088943132	0.00429278682419636	-0.140074844510133	-0.187664436501145	-0.00486733207888936	0.0902127203418209	-0.104402730535623	0.08427578967795
g__Phyllobacterium	0.134583188928502	0.260581527037637	-0.180059786157517	-0.184192081391685	0.383391666037071	-0.146004732368906	-0.0147921916129937	0.00486999694064179	-0.0244057388157604	0.212942820254438	0.401637976556814	0.0116452561749957	0.304841296407423	-0.0048476184291538	-0.100141711295307	-0.209294136266127	-0.319758837798347	-0.198645874592828	0.191394344579352	-0.172480755387144	0.203748556401761	-0.0127403851509422	0.110094592614109	0.20532352145264	-0.0166430919066785	-0.248343229158142	0.115738146101655	-0.268430100489874	-0.153700054688919	-0.130397292823906	-0.21182215078139	0.0298603878117166	0.00215162698013118	-0.149980225839226	0.435387117986074	0.236360233485084	0.218907227366143	0.147285950134852	-0.195586288723527	-0.273733242233611	0.0854965938116743	0.00532522537222269	-0.101813109847413	-0.263763962945069	0.168760448584197	-0.112444106775314	1	-0.0595828700906272	0.582115372467633	0.257190101800396	0.0220046280637304	0.0614173287485455	0.0698082728685028	0.277897757011284	-0.188705867232033	-0.0700234101892381	0.0575893122590855	-0.121696172221311	-0.125965121401725
g__Prevotella	0.209906481621914	0.0759205590117401	-0.0429172641052825	-0.0393640495573599	-0.0012177474571151	-0.259072574638489	-0.112757737138566	0.053043272396304	0.0331531164174503	0.00232347911177026	-0.196559297951951	0.123591035221851	0.163494655265372	0.314414693030978	-0.12419749220969	-0.124824253809969	-0.203849156149094	0.0464068354823295	0.27535571397768	0.0205350595879728	0.0815346010441111	0.0515706842019105	-0.0923243005163775	-0.16319092926772	-0.0751053557273117	-0.0230459876599419	0.200904783587616	-0.0898838414154478	0.0885917815035156	-0.0725773206489026	-0.0897206396268668	-0.242070689217744	-0.0708221904657212	-0.123712594864956	0.135570560359869	-0.154177418370305	0.180835559154045	-0.0713509754779423	-0.240751827187336	0.0708889344600362	-0.084877711666947	-0.0886726548800598	0.11157273688153	0.253480815819993	0.199556207809151	0.281707455197404	-0.0595828700906272	1	0.104882026130061	-0.0935261527323897	-0.266355364150696	-0.15187818068575	-0.122785640929735	0.00590099573488636	-0.280648538261404	0.0969332952394768	0.194987889454524	-0.301569233687512	0.228325396121321
g__Propionibacterium	0.176573295572061	0.299900128119128	0.0311650568849756	-0.0942129720804629	0.426479647856728	-0.121659773361605	0.143344605290194	-0.183508909481005	-0.0846940734162086	0.189526455545605	0.502966636829819	0.145115932943422	0.612047558071793	-0.0528901622690849	-0.0602765019176445	-0.135203002072091	-0.360314408543871	-0.0106839277189581	0.268189056061319	-0.153343497488718	-0.00635147406926944	-0.0723552421820721	-0.134133329219127	0.0125036161315703	-0.050487295666093	-0.175096869234746	0.110381641805841	-0.170965572636034	-0.254998485070355	-0.0890810753899773	-0.133810484045716	0.205343009330644	-0.115417864791081	-0.248328200977191	0.397456832582831	0.0606741918174244	0.139783887254804	0.16241460785642	-0.230605112849052	-0.189825743948297	0.236578437716366	-0.156634142713675	-0.240615122277581	-0.247862213484979	0.137397005243888	0.195567576385289	0.582115372467633	0.104882026130061	1	0.238710073527299	0.048467191403931	-0.21474815598568	-0.0131016495372979	0.210631247735515	-0.0916336884178661	-0.221849740791376	0.168054493813504	-0.200002379727328	0.10965873579972
g__Pseudomonas	-0.0604876835853609	0.0445497952608102	0.030495870802188	-0.134291516993497	-0.131783545612005	0.0246103673201402	0.117044891432976	0.134944138357663	-0.394918090131397	-0.0851501863233151	0.240824136853778	0.146805380831168	0.218982230835367	-0.0722886013414558	0.0530471423228199	-0.0692415078490861	-0.329815724136946	-0.440849997492191	0.126339868897573	-0.103603492667993	-0.476504777994577	-0.250282730662385	0.2484446453054	0.093393154865952	0.0981898859472876	-0.134259691697905	0.0120003008654141	-0.10017428106583	-0.054556689162214	0.0143758821280784	-0.183721525839295	0.18881491485881	-0.0770656725145196	0.0666836687102569	0.146471394232859	0.0702651124977254	0.253751599012585	0.171857326657464	-0.0169148504017014	-0.228218278391405	0.288998354924891	-0.241429655617398	0.000416952688910678	-0.0993446272286265	0.00435865479423208	-0.102101255367087	0.257190101800396	-0.0935261527323897	0.238710073527299	1	0.117545444595627	-0.24400820646951	0.0631250298403051	0.22813329953502	-0.0318664701896586	-0.0661003705585963	0.0784268582913102	-0.179240967725636	0.112888780874197
g__Ralstonia	-0.128609046811898	0.0146196402435023	-0.00862864591030549	-0.107406112747971	0.157497318347137	0.155462869758754	-0.179819150503487	0.115331616762274	0.0593467953087522	-0.215728259507557	0.17668181337403	0.141195193932843	0.124666804043725	-0.219039765553805	0.0997583212286712	0.152982045397739	0.141830894787176	0.13790755904354	-0.187880623515531	0.0116039424611244	-0.162206062747957	0.169669784752257	0.0944130482893273	0.128994878468231	0.156458376811946	0.0980176481976992	-0.233420364243821	0.00442768384943	-0.0826262446939674	-0.0156189688810208	0.0307829645177767	0.342690235923559	-0.207913464028463	0.131308484269728	0.0385401009306047	0.0596390923126068	0.191710636485352	-0.147762644777867	-0.1546088837006	0.0431362035108808	0.326863324836843	-0.0380114426106064	-0.131246994969138	-0.162210751759867	-0.193341093160287	-0.0714418932916041	0.0220046280637304	-0.266355364150696	0.048467191403931	0.117545444595627	1	-0.194708280018467	-0.0267507686827312	0.273288982900183	0.0908446774032807	-0.00927974901323019	0.209348508759864	-0.204139250806192	-0.139390981930366
g__Roseburia	0.108289224666177	-0.136708813764858	-0.19848742540657	0.321424428352033	-0.0428095015262141	0.28203139125812	-0.0714132154731701	0.0512980651589432	0.432274011402699	0.022689622471752	-0.0787539864663447	0.158139391747501	-0.371126740859069	-0.151819660375851	0.0812716329925749	0.311647941362934	0.388905214053795	0.0259904942619804	-0.177150225990496	-0.0130593147851453	0.244786172125423	0.317147416575283	0.0166811513877669	-0.00237911763427041	0.115974792815551	0.157277305032432	-0.0253372369561634	-0.0780474589853282	0.047445643719885	0.137538914778939	0.214422879586104	-0.126950219787388	0.0992620895788107	0.104300007585078	-0.118150725343634	-0.135830689723968	-0.145889491963291	-0.199604683889282	0.169927886719575	0.205007024717632	-0.328307398095126	0.463872546963267	-0.000703411246530981	-0.282014040016341	-0.0555627233187987	-0.0147069088943132	0.0614173287485455	-0.15187818068575	-0.21474815598568	-0.24400820646951	-0.194708280018467	1	0.430346268909161	-0.177613763847942	-0.0806076390021564	0.171054745150117	-0.30728430699997	0.384528825663545	-0.311879797814332
g__Ruminococcus	0.0465968421234424	-0.241063984919433	-0.0709702516214401	0.354773350073225	-0.259320994723102	0.311859544173704	-0.00358442633755057	0.177698465829736	-0.0679871243395172	0.0831572703428724	-0.265861463243418	0.186291535843426	-0.141962504887031	-0.186612568738376	0.0741125214822741	0.00471837722887936	0.292595960390336	-0.050883258374291	-0.0907755002519329	0.037130764064606	0.137168090555307	-0.0395590142709479	0.527694783311697	0.129621957929348	-0.0301158228227479	0.227305611474081	-0.0380919256646936	0.0294805557159234	0.124885429858866	0.100107775581398	-0.0119702588829728	0.000355832965329107	0.181201085478845	0.0558561571825829	-0.430001447369507	0.00248199028529542	-0.0335690530729079	-0.0412253487052662	0.0510185276531414	-0.120377151369715	-0.0841688059020744	0.195844139673798	0.00908935725142654	-0.155260144572384	0.037568028008544	0.00429278682419636	0.0698082728685028	-0.122785640929735	-0.0131016495372979	0.0631250298403051	-0.0267507686827312	0.430346268909161	1	-0.136174583628423	0.0998142438998107	0.358380716782649	-0.189869507641258	0.0831931314262947	-0.00726283352907486
g__Salmonella	-0.0616996313968792	0.213576767808725	0.0842319064368791	-0.174384260878067	0.129555765375967	0.286305861881993	-0.169663523729132	-0.0176256702323024	-0.134145602185368	-0.270193624737375	0.139052189477805	0.182676499783194	0.321151194423109	-0.106812704419989	-0.14511952519093	-0.00787698193740509	-0.192850814526066	-0.288686220574898	0.443614581585838	0.162448055075139	0.00631249953837701	0.0886352061847861	0.423370383586151	0.153384238639823	0.0672280934814717	0.0661294289401428	0.214359436464946	-0.11432252058755	-0.0428116256955508	-0.13007372677359	-0.476754610279796	-0.0181843742635486	0.0134707749444036	-0.104560524100013	0.246893360171233	0.102987427041963	0.395960367374527	-0.239030146178855	-0.251579898733025	0.166924407873604	-0.0514497489034932	-0.269298107968339	0.0768412208600824	-0.230761909729144	0.188452160806367	-0.140074844510133	0.277897757011284	0.00590099573488636	0.210631247735515	0.22813329953502	0.273288982900183	-0.177613763847942	-0.136174583628423	1	-0.213769476598572	-0.0676440619675165	-0.180455982290023	-0.11112618451289	-0.227797793526732
g__Shewanella	-0.0787882374915279	-0.227758578771967	0.00452031717542745	0.0323003937976027	-0.230118434532469	0.0148099186750315	0.0320070401493501	-0.17657766232884	-0.0616554572353043	0.157423230393426	0.00920991423635774	-0.107758231096552	-0.0543247321733872	-0.204807392361561	0.145075692287461	0.111127331602336	0.26270142098193	0.0983105455858438	-0.150169386864412	0.00228725464416304	-0.0493085463277399	0.0283309922915402	-0.0502334168199146	-0.17499734002286	0.0733970998686178	0.0632826557428031	-0.23868448236461	0.261224796076103	0.245470772004678	-0.0747757629982508	0.160022445382635	0.0824466158295202	0.0981187228176806	0.403027381815702	-0.225346346458218	0.0794401734003897	-0.162349679041658	0.172113551531428	0.409947761082242	-0.0374159501893465	0.0818667151302725	0.0794420546950788	-0.184668108909869	0.0235993591789743	-0.130394020614947	-0.187664436501145	-0.188705867232033	-0.280648538261404	-0.0916336884178661	-0.0318664701896586	0.0908446774032807	-0.0806076390021564	0.0998142438998107	-0.213769476598572	1	0.219463758637198	-0.0657768598798289	0.191535673397616	0.0228792883904683
g__SMB53	-0.0414131540195188	-0.463570056513311	-0.255414123565235	0.299336220561549	-0.46584310750052	0.268529361796434	0.0781449558536194	-0.0863465219928251	0.335910555559745	0.0411173212329011	-0.274307508638307	0.112693594835732	-0.151094993353186	-0.175892553634058	0.145856886727268	0.146455023862152	0.240755100787523	0.256266623169691	-0.186915598031866	-0.0729926578609407	0.129662845806848	0.169801612515482	0.0954463190163325	0.114599839481004	0.0175725886648253	0.278091608866129	-0.245920801606223	0.0235752160605208	0.251547063352161	0.124251126714037	-0.0557294140111057	0.0182591647010905	0.127008462581968	0.351769782863436	-0.247797752006787	-0.0424196342591343	0.0158978541833696	0.173378833177027	0.118145302964377	0.160697583724331	-0.151576285625046	0.143131896473497	0.171248243635123	0.00157708424539859	-0.0732487529712872	-0.00486733207888936	-0.0700234101892381	0.0969332952394768	-0.221849740791376	-0.0661003705585963	-0.00927974901323019	0.171054745150117	0.358380716782649	-0.0676440619675165	0.219463758637198	1	-0.242249315756748	-0.161935507707246	0.0313106972210108
g__Streptococcus	0.109045007159127	0.0646815246449458	0.1666937791449	-0.0131870596807901	0.411753395932352	-0.296865360732884	-0.292947162766248	0.060330500684125	0.0698727648862228	-0.0238244864700375	0.0138391188119181	-0.0632717775943164	0.0742118089427424	0.422851361642847	-0.0628209191036581	-0.349412872246906	-0.117626747670471	0.196686116292859	0.2199228084642	-0.0640956601308263	-0.143127446243685	-0.077132805455493	-0.250846500279392	-0.30262732216035	-0.323538457477937	-0.261613017225452	0.0341246174694005	0.0163730814326202	0.0201442495639436	0.0534876580918827	0.0368613735465539	0.317045938908339	-0.105334579089517	-0.207913839714985	0.00042399792851762	0.329838830098089	0.085985782143309	0.157143654154588	-0.267042632207336	-0.0228381957587321	0.16409937547577	-0.200453520239216	-0.29807460768104	0.226090740832995	0.162981039868638	0.0902127203418209	0.0575893122590855	0.194987889454524	0.168054493813504	0.0784268582913102	0.209348508759864	-0.30728430699997	-0.189869507641258	-0.180455982290023	-0.0657768598798289	-0.242249315756748	1	-0.270053893385951	0.239733200925252
g__Sutterella	-0.0405866943422316	-0.0012039903280301	-0.170718398947585	-0.115530005815246	-0.0620589735466891	0.0590663235264763	0.411383020121255	-0.184314087506223	0.181510195682028	-0.00272466598006866	0.0183469876247274	-0.266520125033323	-0.193723843615305	-0.0611932557843465	0.332673282997786	0.12308415627715	0.331038957250606	-0.108691383907712	-0.0831539106964259	0.375786098477068	0.297699645247699	0.0339476249608954	-0.118059248307149	0.0713221748271134	0.220904089398194	0.0941843943845225	0.310784650358261	-0.152501382831116	-0.0853666081025051	0.331839231624714	0.122613408638049	-0.142008147577397	0.323808000418953	0.277055172722291	0.0929303604008746	0.0154514227438298	-0.344830888611367	-0.235561408864483	0.209584228858827	-0.0471998496189526	-0.125656214396005	0.226094370907131	-0.22310368210705	-0.127006255225239	0.193403771413248	-0.104402730535623	-0.121696172221311	-0.301569233687512	-0.200002379727328	-0.179240967725636	-0.204139250806192	0.384528825663545	0.0831931314262947	-0.11112618451289	0.191535673397616	-0.161935507707246	-0.270053893385951	1	-0.241900612107787
g__Veillonella	-0.100802038446039	0.176522669119802	0.140335798317689	0.077732221077764	0.0500069819717149	-0.251269782958887	-0.0649775253969724	0.0304345888406726	-0.176907370840924	0.127869133011254	-0.0622220514304625	-0.141916977776642	0.106817020743151	0.246220124265148	-0.165022521887009	-0.0276822893779223	-0.309943646752442	-0.0268203485530753	0.280678129927511	-0.248892848972437	-0.132925031635677	-0.262313582825906	-0.0754424876555209	-0.0182074470314375	-0.183950318481631	-0.0282067737110691	-0.0198734891068563	0.146596191737174	0.0473549344689794	-0.21418323552064	-0.0413752048079431	0.200084419503259	-0.127416275561876	-0.0880768414415582	-0.0508658048177976	-0.136310129030129	-0.0696204626798342	0.337045881696367	0.0724757360318733	0.106530616422879	0.234773891662102	0.0299999858357878	0.3175619038257	0.532024658639747	-0.108604644942311	0.08427578967795	-0.125965121401725	0.228325396121321	0.10965873579972	0.112888780874197	-0.139390981930366	-0.311879797814332	-0.00726283352907486	-0.227797793526732	0.0228792883904683	0.0313106972210108	0.239733200925252	-0.241900612107787	1
