ID,logFC,P.Value
g9475,0.1487134171,0.6061267723
g9476,-0.1236727493,0.5140536401
g9477,0.0986284923,0.5993325461
g9478,-0.1789169071,0.4738600978
g9479,0.1977491871,0.6033070299
g9480,-0.1246175139,0.8122477794
g9481,-0.1261419916,0.4913215401
g9482,0.355587071,0.6052588701
g9483,-0.0931810152,0.7170957662
g9484,-0.0328239165,0.9104048926
g9485,0.161807617,0.5786267929
g9486,-0.2013396525,0.494299803
g9487,-0.2693108185,0.4948832893
g9488,-0.0788548923,0.8223407353
g9489,0.1075708648,0.5653127002
g9490,0.147636516,0.4717514434
g9491,-0.190891575,0.4754240213
g9492,-0.0802001891,0.8014091258
g9493,-0.166056235,0.4860443008
g9494,0.1701240261,0.5011254125
g9495,-0.1724576126,0.5930720532
g9496,0.0968997297,0.614339988
g9497,-0.0135393297,0.9495666913
g9498,0.1395334706,0.4799008515
g9499,-0.1130863203,0.4758033504
g9500,-0.1035326528,0.8470291194
g9501,-0.0976680831,0.6895985607
g9502,0.0423604868,0.8661381847
g9503,-0.1402756517,0.5202528664
g9504,0.1082561865,0.6406171478
g9505,0.1262736073,0.5729008145
g9506,0.2709785019,0.6004670064
g9507,0.1267875601,0.5944020851
g9508,-0.2963668143,0.5090722363
g9509,-0.0351333509,0.9098146109
g9510,-0.2412343872,0.5761738232
g9511,-0.0822058077,0.9019229665
g9512,0.1550443765,0.6112147695
g9513,0.1713560706,0.6636289441
g9514,-0.1428062052,0.477626462
g9515,0.2000295091,0.4996215716
g9516,0.0677432177,0.8571117495
g9517,-0.2598875118,0.4785665147
g9518,0.1116468634,0.873211033
g9519,-0.3290914623,0.492035295
g9520,-0.1271387597,0.5985488691
g9521,0.1489877397,0.4876194452
g9522,0.1431974772,0.4799274262
g9523,-0.0659167243,0.9527936983
g9524,-0.1737744046,0.5412814737
g9525,-0.0567412609,0.8658031402
g9526,-0.1513620732,0.5905271582
g9527,-0.1315889363,0.7251669978
g9528,-0.0917527163,0.759111495
g9529,0.0287570062,0.9079310958
g9530,0.1365170112,0.4794801005
g9531,0.0848175492,0.6419956665
g9532,0.1991374795,0.6377835677
g9533,-0.0078823154,0.974446708
g9534,0.0537189896,0.8950503573
g9535,-0.008793139,0.9737060186
g9536,0.1582381087,0.5489231544
g9537,-0.0873996851,0.773849359
g9538,0.2277865172,0.6787568028
g9539,0.1067879639,0.6497342702
g9540,0.1068622935,0.6200996535
g9541,-0.0776764161,0.8995205124
g9542,-0.1310296642,0.5888901435
g9543,0.1216680617,0.5447614577
g9544,0.0990266783,0.8455947517
g9545,0.2086166295,0.6634319664
g9546,0.3946442338,0.5359956
g9547,0.0463080032,0.8827059609
g9548,0.0717083154,0.7660606866
g9549,0.147912301,0.4781875888
g9550,-0.1299729923,0.5281218035
g9551,-0.0977327188,0.7129505273
g9552,-0.0815555824,0.7851555387
g9553,0.1133826121,0.4777571776
g9554,0.1431948055,0.5251719363
g9555,-0.1960631873,0.5358492912
g9556,0.0183141477,0.947190133
g9557,-0.1134601171,0.5453013856
g9558,-0.4861100294,0.5082147863
g9559,-0.018113776,0.9421872297
g9560,0.0287340709,0.9069172467
g9561,-0.157660503,0.5105090129
g9562,-0.0806662681,0.6521402216
g9563,0.2462527291,0.4833577814
g9564,0.094055216,0.7089919582
g9565,-0.0604885268,0.7886056304
g9566,-0.0849071295,0.679184914
g9567,0.0727165468,0.8074709613
g9568,-0.1850794631,0.4851160414
g9569,-0.1424803561,0.5140598919
g9570,-0.1122845593,0.6889248335
g9571,-0.0599576695,0.8307822227
g9572,-0.2115301677,0.5357151034
g9573,-0.1687158467,0.4853229368
g9574,-0.1240308134,0.6237746776
g9575,0.1995528307,0.5272716962
g9576,-0.0652060983,0.7526770785
g9577,0.124561472,0.4820388329
g9578,-0.6299254487,0.493145929
g9579,0.1235219034,0.4864260647
g9580,-0.1225694648,0.4905613289
g9581,0.1407053951,0.5012703978
g9582,-0.02300056,0.9335839503
g9583,-0.1000051659,0.6644276745
g9584,-0.180536327,0.5112296316
g9585,0.22228964,0.5183996929
g9586,-0.1110448739,0.7430759269
g9587,-0.4043402662,0.49283637
g9588,0.1620577012,0.5222172511
g9589,0.2180514142,0.5864300335
g9590,-0.014532047,0.9548437281
g9591,0.2804655255,0.62823499
g9592,0.2699400278,0.5896394652
g9593,0.1822600413,0.5113859083
g9594,0.1494306866,0.6823400783
g9595,0.0966833489,0.6558087703
g9596,0.1545686037,0.4829882556
g9597,0.1541722654,0.5135095591
g9598,0.1086171905,0.6047672946
g9599,0.0544793533,0.8999645359
g9600,-0.05443363,0.8681832297
g9601,-0.2960190706,0.4875709624
g9602,0.1068924255,0.8422254372
g9603,-0.1380714458,0.5031007617
g9604,-0.0988289758,0.5872599794
g9605,-0.0189208037,0.9504891908
g9606,0.014638081,0.9569634708
g9607,-0.160098879,0.5278642222
g9608,-0.0642976325,0.8735890902
g9609,-0.1758964312,0.665891343
g9610,0.1125053409,0.638193373
g9611,0.1032843109,0.4847859118
g9612,-0.1476057011,0.5124217209
g9613,0.1013489136,0.5307924626
g9614,0.0729111875,0.8005074463
g9615,0.123450266,0.7310597868
g9616,0.1196380767,0.484868137
g9617,-0.1467482264,0.4864901434
g9618,0.1910459347,0.6744334408
g9619,-0.2308850716,0.5269803006
g9620,-0.0179038245,0.9427348712
g9621,-0.0967371907,0.8284931839
g9622,-0.1151150585,0.7474052119
g9623,0.2261885209,0.590020993
g9624,0.0890818727,0.7959948184
g9625,0.1687645616,0.4864094038
g9626,0.1631197857,0.4928475414
g9627,-0.2286825877,0.6914863648
g9628,0.1427060271,0.5135451342
g9629,0.3199941556,0.4970505933
g9630,-0.1825682519,0.5185638025
g9631,0.1177826848,0.514178942
g9632,-0.160809921,0.5992234035
g9633,0.020394243,0.9470511926
g9634,-0.0834806162,0.6975225747
g9635,0.1663098988,0.4976369979
g9636,-0.0114509206,0.9502143332
g9637,-0.1493323894,0.626149354
g9638,0.1001681694,0.5292491188
g9639,0.1042633796,0.5974599199
g9640,0.1782914908,0.484934861
g9641,0.2126359657,0.503707444
g9642,-0.1423386571,0.5807802085
g9643,0.0552625155,0.9192773472
g9644,-0.1241162492,0.522175704
g9645,-0.0030283117,0.9926431471
g9646,0.1475357994,0.6302944381
g9647,0.1991573057,0.4886642973
g9648,0.0489048909,0.8396247747
g9649,0.2763988321,0.6038819907
g9650,0.2098092962,0.5283806122
g9651,0.0560782867,0.8340253907
g9652,0.2239119283,0.5052618272
g9653,0.1195459817,0.4861677094
g9654,0.0403683705,0.8469955416
g9655,-0.0821627198,0.7567796871
g9656,0.1211131194,0.5099306144
g9657,-0.0649443402,0.843093241
g9658,0.072651618,0.7005597237
g9659,0.124961721,0.5093336317
g9660,-0.1263037606,0.5519445292
g9661,-0.0980615241,0.6229920635
g9662,-0.2035988543,0.7082489649
g9663,0.1340449324,0.7852632929
g9664,-0.3204386881,0.4985237662
g9665,-0.0781733752,0.7922661143
g9666,-0.1256231731,0.5702397498
g9667,-0.0876849663,0.706031273
g9668,0.1291683692,0.643712092
g9669,-0.0023977128,0.9939193294
g9670,0.1183954,0.494863262
g9671,0.154106792,0.6642195672
g9672,0.1500605466,0.6969329368
g9673,0.025558006,0.9154730746
g9674,-0.0959712456,0.5845770649
g9675,0.1099991158,0.6238307976
g9676,0.1983161413,0.5508585522
g9677,-0.1162343997,0.5880550026
g9678,-0.1258214575,0.5170070313
g9679,-0.137893757,0.5322492161
g9680,-0.0070094551,0.9741078528
g9681,0.1440255387,0.4892758813
g9682,0.0804341057,0.7995957232
g9683,-0.2091617568,0.5252342682
g9684,-0.1332774204,0.7568927517
g9685,0.0576819801,0.821250917
g9686,0.1807833151,0.5463834253
g9687,-0.035944638,0.8773880923
g9688,0.1819038931,0.538140458
g9689,-0.0333359699,0.9026433255
g9690,0.1794829609,0.4951947326
g9691,0.1210005869,0.5473465076
g9692,-0.0444163155,0.8778394007
g9693,-0.0964414789,0.7345059609
g9694,0.1455733397,0.52114532
g9695,-0.1325172972,0.6327908987
g9696,-0.1609672272,0.8235504248
g9697,0.0132785058,0.9512075658
g9698,0.1148629513,0.5121527759
g9699,-0.2007658498,0.4934543306
g9700,-0.0469258225,0.9439855135
g9701,-0.1028813004,0.7305450977
g9702,-0.1533557824,0.8507601697
g9703,-0.2514717997,0.4942559834
g9704,-0.1232435774,0.807620593
g9705,-0.1349239049,0.5007751248
g9706,0.036046726,0.8578391185
g9707,-0.1413434634,0.6508606005
g9708,-0.2523126673,0.4952709089
g9709,0.143917044,0.5443095527
g9710,0.0302733662,0.9596955547
g9711,-0.1242290655,0.7063086432
g9712,0.1468909879,0.5292752022
g9713,-0.1445170839,0.5997194259
g9714,-0.0687945506,0.8083403126
g9715,-0.137471428,0.5136697519
g9716,0.0159496469,0.9636321848
g9717,0.2437715371,0.6680103524
g9718,-0.1134650747,0.5643178669
g9719,-0.1520623235,0.7688364836
g9720,-0.4169980047,0.6937803707
g9721,-0.1156173263,0.5043128788
g9722,-0.0400455207,0.8688127505
g9723,0.3690544086,0.5075864137
g9724,0.0904181205,0.624871416
g9725,-0.2246351696,0.8001114119
g9726,0.240681272,0.5167072672
g9727,-0.1065258329,0.5597776342
g9728,0.189305003,0.4958977994
g9729,-0.2080278002,0.5148308928
g9730,-0.1411869576,0.6302602813
g9731,-0.1156446789,0.5300819805
g9732,-0.0323939247,0.9327242475
g9733,-0.1713468032,0.5474188619
g9734,-0.4494439498,0.515787939
g9735,-0.3318070048,0.5394203931
g9736,-0.1475232215,0.5134391699
g9737,-0.1918995205,0.5175188887
g9738,0.1277891375,0.5019100745
g9739,0.1058171916,0.76874267
g9740,0.0544900983,0.8156898469
g9741,0.0579480755,0.797736892
g9742,0.1182404271,0.5573476816
g9743,0.0693083247,0.8755499379
g9744,-0.0195666566,0.9310247886
g9745,-0.0829284911,0.7186814823
g9746,0.1047053292,0.6705134943
g9747,0.0566123072,0.7940019951
g9748,-0.0295310166,0.9436737804
g9749,-0.1127247751,0.7051470533
g9750,0.0317917099,0.8969934396
g9751,-0.1134740777,0.6931241838
g9752,-0.0568391627,0.8705189515
g9753,-0.1177594734,0.576095177
g9754,0.1192210059,0.495536767
g9755,0.1132485292,0.6096715217
g9756,0.0857307817,0.5674242218
g9757,0.2429230406,0.6898855346
g9758,-0.1352847818,0.6408118414
g9759,0.105272908,0.7317889864
g9760,0.0223031999,0.9494296341
g9761,-0.011798585,0.9658420815
g9762,-0.0459114458,0.8991637794
g9763,-0.4082542406,0.5395059079
g9764,0.1324349908,0.6619118402
g9765,0.1318783503,0.5559947623
g9766,-0.0318344218,0.9267778337
g9767,0.1208469181,0.5694816327
g9768,-0.3569573746,0.5435731704
g9769,-0.2655748946,0.5128184
g9770,0.0680322475,0.724780787
g9771,-0.161912202,0.6550792715
g9772,-0.1390746441,0.5018621224
g9773,0.1381323007,0.6032217815
g9774,0.0898942923,0.8664787187
g9775,0.1440065015,0.6832759461
g9776,-0.0527161456,0.8628153503
g9777,0.0194719613,0.9605049774
g9778,-0.1157156997,0.5457141798
g9779,0.1042805657,0.6677375224
g9780,-0.1245274451,0.7111838549
g9781,0.1306031699,0.6025757526
g9782,0.1142080072,0.5675715463
g9783,-0.1564662279,0.6240875547
g9784,0.0409283655,0.8951856692
g9785,-0.0936256103,0.7519679819
g9786,0.1525385688,0.8321404359
g9787,0.0763321499,0.7908647898
g9788,0.0353493524,0.896413498
g9789,0.0432391889,0.8679995259
g9790,0.090507685,0.5836674541
g9791,-0.1435286384,0.5410726434
g9792,0.0873761743,0.7721016949
g9793,0.0866112502,0.6848745701
g9794,-0.1587962696,0.755627823
g9795,-0.064552027,0.8302904194
g9796,0.0988448219,0.622464804
g9797,-0.4150489658,0.5175355966
g9798,0.2025944601,0.5227210035
g9799,-0.1532301905,0.6099296092
g9800,-0.0910417042,0.720898664
g9801,-0.0332420683,0.9317067212
g9802,-0.2029541666,0.5548932211
g9803,0.1035463457,0.6720932758
g9804,-0.1411535826,0.5983644157
g9805,-0.4868904898,0.5118399335
g9806,-0.0264161304,0.9149374599
g9807,0.122535048,0.6618208723
g9808,-0.1632404517,0.5459982988
g9809,-0.1699311943,0.5788960817
g9810,0.1844755283,0.5027027168
g9811,0.1985998401,0.5329714433
g9812,0.7433207947,0.5009542949
g9813,-0.0697852354,0.7638816535
g9814,-0.2034122733,0.5535655842
g9815,-0.8543922531,0.5190514284
g9816,-0.1290706255,0.5187926447
g9817,-0.2253283074,0.5112362231
g9818,-0.0246225415,0.9499276917
g9819,0.0953082321,0.6899559459
g9820,-0.163513167,0.5224910074
g9821,0.1370299362,0.5361344883
g9822,-0.1573391496,0.5080806393
g9823,0.0458049703,0.8462028911
g9824,-0.1151700365,0.5976569015
g9825,0.1234371878,0.5203385934
g9826,0.1332387193,0.5312418746
g9827,-0.0899614557,0.8224086345
g9828,-0.0029269549,0.9926205796
g9829,-0.0033686047,0.9940421356
g9830,-0.1112969642,0.6697809838
g9831,-0.1359663181,0.7046851265
g9832,-0.0396013709,0.8788299439
g9833,0.1154032555,0.5444542849
g9834,0.0555588684,0.8029064499
g9835,0.1285351383,0.5908427301
g9836,-0.0853106478,0.8985997979
g9837,-0.1689966239,0.5474597614
g9838,-0.0165257519,0.9468136257
g9839,0.0120571248,0.956690307
g9840,-0.116604915,0.7095121279
g9841,0.2012615597,0.6116843458
g9842,-0.1586145973,0.5086143388
g9843,0.0318246772,0.8926449108
g9844,-0.0470215154,0.8183656168
g9845,0.1586750125,0.60643164
g9846,0.1220750267,0.5999000545
g9847,-0.1789317753,0.6878051605
g9848,-0.0311725322,0.9332354536
g9849,0.1145525611,0.5231525274
g9850,-0.1029301103,0.6157488735
g9851,0.0319463192,0.8977738144
g9852,-0.1411833418,0.5296931006
g9853,-0.1373748457,0.7765944402
g9854,-0.1303617154,0.525790104
g9855,-0.0675561366,0.704895272
g9856,0.1798218679,0.565292801
g9857,0.1526133431,0.6717044226
g9858,0.1155503573,0.5293982118
g9859,0.1237912402,0.5691455121
g9860,0.0976186758,0.5866731554
g9861,0.1734670129,0.5713313656
g9862,0.1351215868,0.5440139327
g9863,-0.2110580966,0.5440568313
g9864,-0.2122157321,0.7317414656
g9865,0.1555007491,0.5980292277
g9866,0.132194896,0.5392235894
g9867,-0.1568456337,0.6169243274
g9868,0.3346744535,0.5207484009
g9869,0.1011019424,0.5774953616
g9870,-0.6698999162,0.5233033951
g9871,0.1028308103,0.5445593177
g9872,0.056226368,0.9103981537
g9873,-0.1736317059,0.532662003
g9874,0.1142400728,0.5635501798
g9875,-0.1567355621,0.6954723653
g9876,0.050684095,0.9312102577
g9877,0.1488752968,0.5220482301
g9878,-0.0991622258,0.5334801764
g9879,-0.0311915525,0.9337901923
g9880,-0.0780541,0.7586730709
g9881,-0.3958416208,0.535279421
g9882,0.0266105887,0.9085433204
g9883,-0.0616086113,0.8228496033
g9884,-0.075727386,0.8687264923
g9885,0.1066898612,0.5544554096
g9886,-0.0308835882,0.9144520339
g9887,-0.0125040422,0.9680998663
g9888,-0.07815057,0.7433716443
g9889,-0.0264049854,0.9285754536
g9890,0.3108948311,0.5141283552
g9891,-0.0412767878,0.8739151962
g9892,-0.1432690072,0.7601373168
g9893,-0.0646993355,0.8612117202
g9894,0.0957299783,0.5892402225
g9895,0.1739961953,0.6003699857
g9896,0.1042725428,0.71781932
g9897,0.0525792338,0.7590695914
g9898,-0.0632206844,0.7794060766
g9899,0.0835850008,0.5569581148
g9900,0.0995000146,0.6165843405
g9901,0.1470165945,0.589722777
g9902,0.0679032944,0.8744222794
g9903,0.070236078,0.8014041494
g9904,0.0927281948,0.5901895411
g9905,0.2498891441,0.6103690974
g9906,0.0955278286,0.6598808674
g9907,0.0715378478,0.7872074507
g9908,-0.1462929542,0.5727786939
g9909,0.2273265134,0.5126909803
g9910,0.1351728662,0.6238515784
g9911,-0.1155463663,0.8201893344
g9912,-0.1739216679,0.591271995
g9913,-0.2978866672,0.5218805524
g9914,0.1203458537,0.5764649526
g9915,-0.2459151479,0.573383895
g9916,0.1394710724,0.5681460788
g9917,-0.0376080557,0.8999481881
g9918,0.0956646579,0.7608755719
g9919,-0.0745048743,0.7639839384
g9920,-0.0902820283,0.7373093443
g9921,0.1268330441,0.5305042506
g9922,0.4700774615,0.5326780123
g9923,-0.054296292,0.8146901795
g9924,0.087245282,0.6796038364
g9925,-0.1116989848,0.7709955205
g9926,-0.0594559567,0.7528715877
g9927,-0.0920473455,0.781236001
g9928,-0.0213401965,0.9450834016
g9929,-0.1664761401,0.5185777329
g9930,-0.1757280438,0.6394447835
g9931,-0.1104507182,0.6483549544
g9932,-0.0227945802,0.9140827206
g9933,-0.0897972854,0.6688435049
g9934,-0.2367335286,0.6041490658
g9935,0.0124733164,0.9833301268
g9936,0.0199456461,0.9481885511
g9937,-0.1173894019,0.754759218
g9938,0.0699366992,0.8164833384
g9939,0.0699952862,0.7436134532
g9940,-0.1760992843,0.5342261536
g9941,-0.0739185429,0.7999787354
g9942,-0.1016076938,0.5219489302
g9943,0.0946418848,0.5509055484
g9944,0.1288348859,0.6811298311
g9945,-0.076611386,0.7230226783
g9946,0.0775153237,0.7496320592
g9947,-0.0900421993,0.7081077273
g9948,-0.0752905378,0.6956173824
g9949,-0.1024863659,0.6232009785
g9950,0.0933721325,0.6895684412
g9951,0.0519327902,0.8642060604
g9952,0.2454621063,0.5973203836
g9953,0.1591757053,0.6255088431
g9954,0.0236576574,0.9479965293
g9955,-0.3291294017,0.6378524206
g9956,0.0068950906,0.9825744312
g9957,0.0774222339,0.7198810994
g9958,-0.265954833,0.5294919073
g9959,0.1115268061,0.5218252785
g9960,-0.204902242,0.5539188249
g9961,-0.1044233336,0.8397378934
g9962,-0.1239280637,0.5451765314
g9963,-0.1995648863,0.531485983
g9964,0.0942752436,0.5204297937
g9965,-0.1238206245,0.7045942923
g9966,0.1209186194,0.7283015849
g9967,-0.1983228064,0.6572076805
g9968,-0.1335506509,0.6503138234
g9969,0.0754862123,0.6813701131
g9970,0.1866008222,0.7494933787
g9971,0.1581191541,0.5578742022
g9972,0.116649873,0.6496350759
g9973,0.098702587,0.5587182462
g9974,-0.1289341608,0.6863779692
g9975,-0.1298154396,0.6129691753
g9976,-0.172493866,0.5896393446
g9977,-0.1089451554,0.5800390386
g9978,-0.137709159,0.5282461715
g9979,0.0214658737,0.9250749232
g9980,0.0204240266,0.9700281927
g9981,-0.2733561593,0.5350490121
g9982,0.0831741363,0.5702749326
g9983,-0.0747803032,0.7678293653
g9984,-0.1657357238,0.8212232949
g9985,-0.0959909138,0.6834064726
g9986,0.08301656,0.6908908677
g9987,-0.1368209362,0.5490875248
g9988,-0.1157526299,0.6334209909
g9989,0.1041415149,0.6130384828
g9990,0.091675481,0.5426365899
g9991,0.2869315862,0.538010427
g9992,-0.1801256221,0.572143383
g9993,0.143967027,0.5421767527
g9994,-0.1137179328,0.8942589782
g9995,-0.1167519313,0.6212567915
g9996,0.1605259597,0.6435057915
g9997,-0.119607413,0.570710959
g9998,-0.0786753344,0.6087853191
g9999,-0.1215980306,0.6268371077
g10000,0.4342438238,0.5585591327
g10001,-0.0869199344,0.7833436968
g10002,0.1054109717,0.6992995913
g10003,0.1943689434,0.6045652644
g10004,-0.0444251422,0.9465071466
g10005,0.0866440984,0.737665586
g10006,0.1058277252,0.5259819212
g10007,-0.0398367071,0.8929458297
g10008,-0.1856724516,0.5373520268
g10009,-0.007170402,0.978656124
g10010,0.0436836273,0.8157108602
g10011,0.1135971371,0.5253531159
g10012,0.2187316996,0.5262344672
g10013,-0.1772608666,0.5711697139
g10014,0.1691826115,0.5296222666
g10015,0.1053345333,0.5256654739
g10016,0.1587868212,0.6304094742
g10017,-0.1335417196,0.5558781096
g10018,-0.173772278,0.66176232
g10019,0.1235551704,0.52843839
g10020,0.0738869138,0.7719402947
g10021,-0.0423042961,0.8745617572
g10022,-0.0944173952,0.7802684141
g10023,0.0182994809,0.9685543886
g10024,0.1689311863,0.5317588022
g10025,-0.0049016545,0.9877493044
g10026,-0.3088812142,0.545354238
g10027,-0.1509961945,0.5328289034
g10028,0.0947094601,0.6814120369
g10029,-0.1144131248,0.5537509066
g10030,0.0706092586,0.7715065526
g10031,0.1353308914,0.5683472731
g10032,0.1053040316,0.531751128
g10033,0.0047046605,0.9867669364
g10034,0.094569699,0.5569122121
g10035,0.005429132,0.9832917435
g10036,-0.0168512781,0.9278429924
g10037,0.0097446106,0.9664021441
g10038,-0.1720891838,0.5825680123
g10039,0.2310724049,0.5675817515
g10040,-0.1718515059,0.5429002794
g10041,-0.0166424057,0.9751764497
g10042,-0.0506576364,0.8071873125
g10043,-0.0125758823,0.9551778152
g10044,0.0555323249,0.921945121
g10045,-0.1207874919,0.7401243542
g10046,-0.0227046143,0.9542662689
g10047,0.128529013,0.5770577044
g10048,-0.0695029131,0.7479063679
g10049,-0.12706071,0.5735977493
g10050,0.1371951252,0.5297186557
g10051,0.0506594579,0.9279011705
g10052,0.3765369075,0.5453573235
g10053,-0.1797247182,0.8167592045
g10054,0.0373502695,0.913179927
g10055,-0.2182406086,0.5692654367
g10056,-0.0065578672,0.9788561104
g10057,0.1179156568,0.5491518441
g10058,0.3262456843,0.6255063062
g10059,-0.3383952254,0.6903913755
g10060,-0.1437921215,0.5567176454
g10061,-0.2799451532,0.6598012297
g10062,0.2129168423,0.5350374292
g10063,-0.040077692,0.8981676782
g10064,0.1482086208,0.5617811471
g10065,0.1005826547,0.6463253438
g10066,-0.0761259936,0.728030655
g10067,0.1301488762,0.5400799349
g10068,-0.1188940054,0.559816346
g10069,0.0753543265,0.7947016031
g10070,-0.1299906976,0.5491359369
g10071,0.073733525,0.7224776659
g10072,0.1234520258,0.5321103099
g10073,0.0191194146,0.9616536458
g10074,-0.1091654797,0.6273413196
g10075,0.1116765543,0.5439559986
g10076,-0.1097343246,0.5353493418
g10077,-0.0868884095,0.8350177057
g10078,0.143085371,0.5323964997
g10079,-0.1395258845,0.6355397023
g10080,0.0191559922,0.9340248968
g10081,-0.1124367309,0.538901989
g10082,-0.0925136214,0.5791815841
g10083,0.1378921591,0.5425429782
g10084,-0.1426121522,0.6111626412
g10085,-0.0917974005,0.5963748608
g10086,0.0201208925,0.9662977061
g10087,-0.0112997502,0.9799808061
g10088,-0.0868061414,0.6322239524
g10089,0.0063905015,0.9894212442
g10090,-0.1674777211,0.5548432579
g10091,0.1413944137,0.5989832358
g10092,0.0750599498,0.8003026288
g10093,-0.0093838506,0.9697201759
g10094,0.2013841811,0.5545629663
g10095,0.0330723154,0.9177895445
g10096,-0.0906683825,0.7711379734
g10097,0.0666840771,0.8676309141
g10098,0.0972642764,0.6023786687
g10099,-0.2040520796,0.5537640229
g10100,-0.0102252209,0.9842673844
g10101,0.0212608261,0.9340482575
g10102,-0.0795133936,0.7905398028
