ID,logFC,P.Value
g5047,0.6015713241,0.2564850235
g5048,-0.3941064289,0.242125503
g5049,-0.2605991709,0.2426334307
g5050,-0.2468062148,0.2037260692
g5051,0.2421630774,0.1937121677
g5052,-0.8243251942,0.1993786743
g5053,-0.7293936574,0.2343086444
g5054,-0.2703745719,0.3297526772
g5055,-0.2986230379,0.3597100142
g5056,0.3023085456,0.2282361631
g5057,-0.3979123647,0.2130203879
g5058,-0.41569815,0.3583578094
g5059,0.4332116952,0.2149852647
g5060,0.4713216565,0.3020379485
g5061,-0.2590677388,0.339065211
g5062,0.3837039768,0.1975851603
g5063,-0.2537414244,0.2227777457
g5064,0.3207105222,0.2699960153
g5065,-1.0779759695,0.2400348128
g5066,0.5736490809,0.3609608762
g5067,-0.3022533879,0.3436755042
g5068,-0.1920231593,0.2013101353
g5069,-0.3179913573,0.2482564644
g5070,0.548386351,0.2047872249
g5071,0.343953391,0.1998323796
g5072,-0.3929968057,0.3297173637
g5073,0.3298140772,0.1956340142
g5074,0.254991484,0.3579535
g5075,0.250209646,0.2166560718
g5076,-0.3438409168,0.3575727051
g5077,0.3257880614,0.1948487058
g5078,0.2635867114,0.1949351337
g5079,-0.3969403819,0.2213815536
g5080,-0.7282277768,0.1997671296
g5081,-0.2731780813,0.2201553678
g5082,0.2557835744,0.1973296327
g5083,-0.4246023674,0.3386773198
g5084,-0.9363912222,0.200336852
g5085,-0.3725134338,0.3413480343
g5086,-0.3552171619,0.2571852491
g5087,-0.3507925069,0.3459781608
g5088,0.3048578432,0.1953493926
g5089,-0.3904908941,0.3222691037
g5090,0.254524017,0.1956441049
g5091,-0.2438850447,0.2973366719
g5092,-0.507975286,0.2067234416
g5093,0.2894675652,0.4105643039
g5094,-0.3752576595,0.2021184073
g5095,-0.347315368,0.2584146419
g5096,-0.4192635157,0.354913339
g5097,0.3378993103,0.2018839524
g5098,-0.2955106664,0.2024510308
g5099,-0.494958193,0.3950633889
g5100,0.3231516214,0.4136077593
g5101,-0.2977167298,0.324855137
g5102,-0.2603754553,0.215641056
g5103,0.4002622709,0.1969700391
g5104,-0.5129480871,0.2411623305
g5105,0.3983001861,0.2090790985
g5106,-0.3618156929,0.2151392585
g5107,0.3310966454,0.3326517516
g5108,0.2888988341,0.262768847
g5109,0.230288244,0.2337103593
g5110,0.2669203458,0.243414203
g5111,-0.4364235168,0.3036987795
g5112,-0.5843888637,0.2015862645
g5113,0.3334336477,0.1967980313
g5114,-0.3040319392,0.2193804662
g5115,0.5075283084,0.2010939723
g5116,-0.2807023737,0.2332057688
g5117,-0.3939518643,0.2892386784
g5118,0.3526217393,0.3347834193
g5119,-0.5126300295,0.2118189821
g5120,-0.2657810806,0.3695788019
g5121,-0.2543032165,0.2849117764
g5122,-0.9250096213,0.2025587446
g5123,-0.2666490279,0.1991362276
g5124,-0.2547317511,0.3220128835
g5125,-0.4876376136,0.2409865906
g5126,0.3415564481,0.2024520344
g5127,-0.3133125363,0.3519697884
g5128,-0.7193737219,0.3043593871
g5129,0.2354324404,0.2418811567
g5130,0.22537691,0.2013052103
g5131,-0.3946018499,0.2024176104
g5132,-0.2353277174,0.2434804329
g5133,0.291977363,0.3448289121
g5134,0.2443832391,0.2074064855
g5135,0.4927972427,0.3914679867
g5136,-0.2394412994,0.1996487323
g5137,0.2202211522,0.2003056369
g5138,0.3317391059,0.2051651717
g5139,0.5057759687,0.2096415718
g5140,0.5326113925,0.2225468669
g5141,-0.2824987563,0.2916073733
g5142,-0.3457775507,0.2300434279
g5143,0.3124254144,0.1998701519
g5144,0.3617448794,0.3817646821
g5145,0.2304339571,0.2335981175
g5146,-0.318053972,0.3435661212
g5147,0.4689022499,0.2312149079
g5148,0.2985356636,0.2592746225
g5149,0.4382511985,0.2785612785
g5150,-0.3121628779,0.320683718
g5151,-0.8006067948,0.2168173855
g5152,-0.3947880506,0.2012853555
g5153,-0.2871181101,0.2795976362
g5154,-0.3386119097,0.3463708244
g5155,-0.5124949386,0.2472428308
g5156,0.2892892784,0.2058742407
g5157,-0.5495681089,0.3228630083
g5158,-0.3116430059,0.2129914709
g5159,-0.3545074645,0.2018672655
g5160,0.3762242946,0.3510021311
g5161,0.2154006208,0.2356631146
g5162,-0.271125268,0.2770166864
g5163,0.3609965337,0.3174269992
g5164,0.3484828983,0.208520577
g5165,-0.2773916553,0.2877810357
g5166,-0.2752752121,0.2058967912
g5167,1.1592669054,0.2123903185
g5168,1.3677599133,0.2041528353
g5169,0.2482127947,0.2202730701
g5170,-0.3117268342,0.2566153945
g5171,0.2958364282,0.2012243413
g5172,-0.3118519998,0.3576562187
g5173,-0.2567178598,0.2091105865
g5174,-0.2483759918,0.2509130133
g5175,0.5008777457,0.2272014609
g5176,-0.8777109206,0.2413781007
g5177,-0.5161164299,0.2149573242
g5178,-0.3212835386,0.2058892776
g5179,0.346015878,0.2118136203
g5180,0.337397023,0.3129566662
g5181,0.2556933399,0.2111166709
g5182,0.3052989634,0.2049968578
g5183,0.2010482689,0.2025585517
g5184,0.2741562319,0.2091782362
g5185,-0.2562670205,0.2213151297
g5186,-0.3727145227,0.4054060916
g5187,0.514604727,0.2009609013
g5188,-0.3271656025,0.2575060244
g5189,-0.2819708245,0.4221277052
g5190,0.4430785984,0.3738056293
g5191,-0.4544014255,0.3876970044
g5192,-0.3290178119,0.2148731334
g5193,0.2554915057,0.238754531
g5194,0.4469884101,0.2084784528
g5195,-0.4315814541,0.3285321311
g5196,0.2470628062,0.2017564972
g5197,0.4300691155,0.2234432411
g5198,0.3006730999,0.2128975756
g5199,-0.5049993201,0.2045381743
g5200,-0.3611792526,0.2370366696
g5201,0.2964131439,0.4094267989
g5202,-0.2345748268,0.237637168
g5203,0.2914625958,0.3223561295
g5204,0.315707424,0.2150985359
g5205,0.320939929,0.2104886872
g5206,-0.4831879092,0.2944517625
g5207,-0.2467531321,0.2640549115
g5208,0.2938305756,0.2020648807
g5209,-0.288884239,0.2326939261
g5210,0.2866486435,0.2155837624
g5211,0.2239521878,0.2394755304
g5212,-0.4100005218,0.2130191708
g5213,0.4471173469,0.3384211466
g5214,-0.3250986628,0.246819626
g5215,-0.2601492933,0.2812407393
g5216,0.2790744778,0.2578503474
g5217,0.3215353699,0.4106940693
g5218,-0.2581111533,0.2078117262
g5219,0.5216000286,0.2252283171
g5220,0.4225535013,0.2253849528
g5221,-0.3836059511,0.2851307744
g5222,-0.4356277281,0.2292762906
g5223,0.5052691249,0.2377580681
g5224,0.5515914802,0.3832610826
g5225,0.2988612788,0.2048439318
g5226,-0.5993140586,0.3183667537
g5227,0.7622139323,0.2698263
g5228,0.1977444691,0.2120036891
g5229,0.2051319368,0.2038433232
g5230,0.3054709724,0.2150089825
g5231,0.3021862616,0.2099559045
g5232,0.2972260967,0.2192018944
g5233,-0.396724128,0.2246792106
g5234,0.3070574978,0.3147419439
g5235,-0.4606955729,0.2063846992
g5236,0.5551789801,0.3620959659
g5237,-0.3340163322,0.3608098722
g5238,-0.4044576316,0.351700665
g5239,0.3614601225,0.340191182
g5240,-0.2354879355,0.4110301216
g5241,-0.303517275,0.3056079277
g5242,-0.2424266384,0.2257564798
g5243,0.3219810124,0.2241218543
g5244,0.2196892498,0.2410678893
g5245,-0.2949032856,0.332978879
g5246,-0.398230319,0.2152508841
g5247,-0.2684636714,0.2182027189
g5248,-0.2242463144,0.2087556035
g5249,-0.2767878761,0.3088588561
g5250,-0.4328002933,0.2732125035
g5251,0.300450634,0.2270282499
g5252,-0.2511850654,0.2355619417
g5253,0.5745175662,0.3266565788
g5254,0.2824925811,0.3451534191
g5255,-0.2363301735,0.2175221442
g5256,-0.339986704,0.3530666379
g5257,-0.3969122835,0.3081175274
g5258,0.2249894572,0.2196170956
g5259,-0.9115422128,0.2139769638
g5260,0.2508266661,0.2177527995
g5261,0.1866735073,0.2057782305
g5262,0.3200557466,0.2391667854
g5263,0.2145566727,0.21375552
g5264,-0.2452693148,0.2195066427
g5265,0.2358824068,0.2233712242
g5266,-0.5433667199,0.2639280585
g5267,0.2525267401,0.209743546
g5268,0.5406709109,0.2063403828
g5269,-0.3287533606,0.2389005442
g5270,0.2535926988,0.2055473566
g5271,0.2816701167,0.2199190752
g5272,-0.2234172513,0.2170229606
g5273,-0.2998647761,0.220466607
g5274,-0.2679113174,0.3600929997
g5275,-0.5471291493,0.2809640797
g5276,0.3930621803,0.253369779
g5277,-0.5077484165,0.3754239784
g5278,-0.4540664245,0.233984743
g5279,-0.2870969801,0.2092754111
g5280,-0.2982229988,0.2715312796
g5281,0.2368983836,0.2078408931
g5282,0.2240553418,0.2332376907
g5283,0.3939596357,0.2998029779
g5284,-0.3662248785,0.2696298572
g5285,0.2409733549,0.2294889248
g5286,-0.2770356245,0.2466599528
g5287,-0.2503975906,0.2180625615
g5288,0.3153542688,0.2176350071
g5289,0.3087491994,0.2497867067
g5290,-0.6065832905,0.3567557563
g5291,-0.3018531973,0.3702329461
g5292,-0.5041362326,0.3243862065
g5293,-0.4133622068,0.3549289266
g5294,0.2198338073,0.2402533107
g5295,0.3067281383,0.4121559579
g5296,0.3150022383,0.2859648766
g5297,-1.2565517243,0.2222381425
g5298,-0.1992534028,0.2098889104
g5299,-0.3914552221,0.3768624665
g5300,0.4991475497,0.2185635196
g5301,0.2088156781,0.220710579
g5302,0.2415004426,0.2561915788
g5303,-0.3451995307,0.430951066
g5304,0.5083767254,0.3808247799
g5305,0.290623008,0.2076233686
g5306,-0.2916637964,0.2621534643
g5307,0.2307617358,0.2110289232
g5308,0.3950202928,0.3664113913
g5309,-0.4156429197,0.4251222621
g5310,-0.4893746271,0.4247259135
g5311,0.3177812924,0.2274684427
g5312,0.2592605533,0.3040884874
g5313,0.2211291036,0.2129771692
g5314,0.2426333696,0.2128024759
g5315,0.1940235975,0.213875118
g5316,0.3197536719,0.2600290252
g5317,-0.3578516002,0.32857655
g5318,-0.3774864733,0.2238631616
g5319,-0.2513488252,0.3906337628
g5320,-0.4564911789,0.2137361403
g5321,-0.3472521215,0.2803721912
g5322,0.2629236325,0.2666513226
g5323,0.2629500615,0.3039256714
g5324,0.3026733661,0.2512745427
g5325,-0.2653626756,0.280937946
g5326,0.2342298026,0.2306328314
g5327,0.4747634662,0.3450523985
g5328,0.3009358096,0.2821209483
g5329,-0.2430392859,0.236890847
g5330,-0.3622157156,0.2945216644
g5331,-0.3042543525,0.3466766311
g5332,0.2041069868,0.219284826
g5333,-0.3644414633,0.3794438611
g5334,-0.5330234378,0.3611522944
g5335,-0.2892463207,0.3463207885
g5336,-0.3249354772,0.4211693047
g5337,0.3651288344,0.3687366106
g5338,-0.3783155921,0.2256147798
g5339,-0.481637368,0.2653443743
g5340,-0.4205120039,0.2635317211
g5341,-0.337313847,0.2428349549
g5342,-0.3708642517,0.2181779449
g5343,-0.3833561417,0.2828835259
g5344,0.2579992784,0.2198000309
g5345,-0.4494196769,0.2392304038
g5346,-0.277388934,0.3388617328
g5347,-0.6907286577,0.3924254651
g5348,-0.9413579793,0.2727329468
g5349,-0.7548035747,0.323487084
g5350,-0.3064802875,0.2361057292
g5351,-0.3127654407,0.3862750208
g5352,-0.4316884806,0.4143502881
g5353,0.2553122862,0.4223309068
g5354,-0.3146447746,0.3339385723
g5355,-0.4884564056,0.2682365968
g5356,0.3788704838,0.3855309795
g5357,0.2545166883,0.2669991044
g5358,-0.2702398268,0.2314979347
g5359,-0.5597562688,0.3009362414
g5360,0.398995785,0.3900229854
g5361,0.3743553919,0.4118595964
g5362,-0.6188596985,0.3590618944
g5363,-0.2471189771,0.2211108762
g5364,-0.3573951347,0.2914264792
g5365,1.0021208855,0.2705106897
g5366,-0.33194722,0.3762704086
g5367,-0.3275911589,0.2624214652
g5368,-0.404192833,0.3627196213
g5369,0.4662026331,0.2496277901
g5370,-0.3351762048,0.376003554
g5371,0.2929349473,0.2170518083
g5372,-0.2405796169,0.295250238
g5373,0.3161024251,0.3184515883
g5374,-0.5128149592,0.3585734596
g5375,0.2223378106,0.2600509591
g5376,0.568193213,0.2378356275
g5377,-0.7738318626,0.2650454929
g5378,0.3064379534,0.3258369536
g5379,-0.3533468148,0.3175985902
g5380,-0.4191404097,0.2466405406
g5381,-0.2496635206,0.2815442109
g5382,-0.2279385316,0.2749924211
g5383,-0.5750622179,0.2212078726
g5384,0.2159985626,0.2229124683
g5385,-0.2221744656,0.2223186016
g5386,0.3715991774,0.471481608
g5387,0.297252602,0.2129454622
g5388,-0.2648197878,0.2371988242
g5389,0.2076716392,0.2873767418
g5390,-0.2289104804,0.2492813731
g5391,-0.4791172535,0.3545968587
g5392,-0.7611053023,0.346300721
g5393,0.253667507,0.237933829
g5394,-0.4812097893,0.3648582515
g5395,0.2129769207,0.2192478159
g5396,-0.3124655997,0.3478632561
g5397,0.741517368,0.3359462079
g5398,0.4535538684,0.247471407
g5399,0.3853836338,0.2510365077
g5400,-0.3359698472,0.2171890387
g5401,-0.4016934434,0.3597983171
g5402,-0.3730827189,0.3847682004
g5403,0.7522563369,0.2613358824
g5404,0.3690318392,0.3647507987
g5405,0.5196730151,0.3553715114
g5406,-0.2410064176,0.245627893
g5407,-0.3410155667,0.3103411053
g5408,-0.4272784209,0.4184606671
g5409,-0.9675212373,0.2245881061
g5410,-0.4377415903,0.3604491255
g5411,-0.4798548157,0.2892580962
g5412,-0.2299472273,0.236297663
g5413,0.3588080018,0.4486083665
g5414,0.2172769593,0.2158077933
g5415,-0.6550697694,0.2600754982
g5416,0.3809824445,0.3698112893
g5417,-0.3225330953,0.4122154952
g5418,0.3526526809,0.2152974467
g5419,-0.4878722506,0.3311204578
g5420,0.2871979345,0.2324076599
g5421,-0.2604319645,0.2943581081
g5422,-0.2846394762,0.2613919292
g5423,-0.2580883808,0.2743829249
g5424,-0.2736298519,0.3535726356
g5425,-0.3213440783,0.2433825471
g5426,-0.329572477,0.2681799686
g5427,0.24664396,0.2665341706
g5428,0.3510186177,0.2955755265
g5429,-0.441493167,0.2596259742
g5430,0.5655364914,0.4764487067
g5431,-0.379827866,0.2628785021
g5432,-0.2067998653,0.2165007042
g5433,-0.2618646395,0.4489164266
g5434,-0.2756614816,0.3393668942
g5435,-0.3844444929,0.2618191465
g5436,-0.4175193935,0.3768716831
g5437,-0.4111736682,0.3406390332
g5438,0.3465225541,0.4600895132
g5439,-0.4219772573,0.3793689845
g5440,-0.2822355161,0.2624324633
g5441,-0.3150693743,0.388158569
g5442,0.3123044956,0.2352465841
g5443,0.3173849382,0.2939498508
g5444,0.3063362102,0.2859800684
g5445,0.2992372487,0.2972956309
g5446,0.3372618771,0.2158846319
g5447,-0.2989203587,0.3133922525
g5448,-0.3717901824,0.3466543377
g5449,-0.665962275,0.2208823081
g5450,-0.3887681758,0.3907395205
g5451,-0.4259212344,0.3151911314
g5452,0.2879156987,0.2598738439
g5453,-0.350968834,0.2735364211
g5454,-0.4033300886,0.3630021034
g5455,-0.4230513411,0.2244119714
g5456,-0.2583986424,0.2442332117
g5457,-0.4141619585,0.2301154169
g5458,-0.3025424388,0.2433031847
g5459,-0.600761436,0.2297444105
g5460,0.2521729449,0.2575593852
g5461,-0.2102139054,0.259685148
g5462,-0.5062711572,0.3652448499
g5463,-0.3205529511,0.3487468953
g5464,-0.3246510667,0.2443346314
g5465,-0.308716862,0.3386003659
g5466,-1.09530247,0.2302383635
g5467,-0.3517364663,0.3717767652
g5468,0.3127315592,0.2492175501
g5469,0.3636022585,0.3712106118
g5470,-0.2093049578,0.2871170099
g5471,0.2856484376,0.3765607517
g5472,0.3871502042,0.3404407489
g5473,-0.2016316299,0.2184469192
g5474,-0.2859012021,0.3822881781
g5475,-0.2359164221,0.4630950966
g5476,0.2106861916,0.2220663182
g5477,0.2740434599,0.4038181479
g5478,0.2854897557,0.2203992845
g5479,-0.3854318898,0.4046437499
g5480,0.29115225,0.4732390873
g5481,-0.5225728061,0.3179233359
g5482,-0.3159577442,0.2967439188
g5483,0.1981828184,0.2289206708
g5484,0.2885543237,0.444832543
g5485,0.4171447154,0.3059756995
g5486,-0.3111018245,0.2653014164
g5487,-0.3057329752,0.2335753168
g5488,-0.3851968587,0.2523261546
g5489,0.2897061264,0.4218866524
g5490,-0.2449077738,0.3620540546
g5491,0.2216557835,0.2211355408
g5492,0.4931002698,0.2225793216
g5493,0.3702293425,0.3331790347
g5494,0.343767775,0.2705807122
g5495,-0.2714364896,0.2209556654
g5496,-0.2058057329,0.2280495106
g5497,0.3431140205,0.2405601783
g5498,-0.311730654,0.2266696047
g5499,0.5191413808,0.2607311236
g5500,-0.260091993,0.2321551677
g5501,-0.4088352342,0.2800768652
g5502,-0.2587977488,0.2582762282
g5503,0.3342501345,0.4404888336
g5504,-0.4359128969,0.4306526699
g5505,-0.3112116548,0.3657451744
g5506,-0.5715466416,0.3217363833
g5507,-0.2638275272,0.2353039208
g5508,-0.2512888736,0.3717188096
g5509,-0.2807593415,0.4329956989
g5510,0.8337206684,0.2749649934
g5511,-0.3265753884,0.3102953832
g5512,-0.4346212043,0.2378442352
g5513,-0.3344702001,0.4054132131
g5514,-0.2667745609,0.2301505862
g5515,-1.0511082472,0.2499024297
g5516,-0.4253217353,0.2493302024
g5517,-0.4395384504,0.3433973946
g5518,-0.5272676382,0.2321791051
g5519,-0.2572860439,0.3704785752
g5520,0.3130633627,0.236285282
g5521,-0.3131023848,0.2441085676
g5522,0.3202523178,0.2890812346
g5523,-0.7351573578,0.2957688
g5524,-0.2429261257,0.2989304104
g5525,0.2735323813,0.256199217
g5526,0.2468845937,0.220121956
g5527,-0.2842357061,0.37732407
g5528,-0.3661846015,0.2655636005
g5529,-0.369656437,0.2554664308
g5530,-0.2642794169,0.348487708
g5531,-0.3047562658,0.3886501517
g5532,-0.2494358675,0.2873664827
g5533,-0.3506546352,0.432169857
g5534,0.4697022281,0.4199003457
g5535,-0.251825253,0.2821266175
g5536,-0.8673796183,0.2262593125
g5537,-0.2538408037,0.3227770303
g5538,-0.6361080617,0.3574023129
g5539,-0.317569178,0.3752313009
g5540,0.2193733498,0.2409922995
g5541,1.252352748,0.2414436098
g5542,-0.2808580113,0.3964581456
g5543,0.3354858808,0.2366550269
g5544,0.3094423044,0.2571912764
g5545,0.3984471205,0.269065852
g5546,0.2175268966,0.2215389664
g5547,-0.32276304,0.2803829233
g5548,-0.3613002616,0.3592285028
g5549,0.2332513555,0.4030038899
g5550,0.3641182296,0.2343782878
g5551,0.2172364696,0.2276967239
g5552,-0.447988238,0.3506399565
g5553,-0.4225332157,0.224401643
g5554,0.2444271932,0.2273954102
g5555,-0.5488520296,0.2253548099
g5556,-0.2601246926,0.3014989814
g5557,0.3013449993,0.396014106
g5558,-0.3111986627,0.3548752252
g5559,0.3892322486,0.2234688277
g5560,-0.2207125527,0.4384262331
g5561,0.30179631,0.2229643565
g5562,0.424631144,0.3710587934
g5563,0.5009269804,0.2249286863
g5564,1.5846324879,0.2315737546
g5565,-0.2245179783,0.2363114047
g5566,-0.3648002619,0.4498186426
g5567,-0.4030920801,0.3317143491
g5568,-0.2924317176,0.3993153345
g5569,0.2821673233,0.2812049533
g5570,0.2848133501,0.4997311432
g5571,-0.3955084932,0.3962153607
g5572,-0.2808585111,0.422273675
g5573,0.3484913762,0.470855973
g5574,-0.4252809397,0.2263731346
g5575,-0.3840283071,0.3736144057
g5576,-0.3343189361,0.255288881
g5577,-0.4796909714,0.3007131326
g5578,-0.2480699905,0.2476243604
g5579,-0.3685314255,0.2262721676
g5580,-0.347818853,0.3532485724
g5581,0.2759257733,0.2724313695
g5582,0.4175954574,0.2763659203
g5583,0.2282509697,0.2530701062
g5584,0.2487847859,0.2729299472
g5585,0.2880386101,0.2330647357
g5586,0.3199055463,0.3333946149
g5587,0.2233890418,0.2290498166
g5588,-0.2904371098,0.424903767
g5589,-0.2242568576,0.2587724145
g5590,0.3716656868,0.3317337287
g5591,-0.2557029797,0.2806318093
g5592,0.2180966895,0.2246433027
g5593,-0.2510912722,0.3054674925
g5594,0.2219892942,0.2290687074
g5595,0.3370152435,0.2356477738
g5596,-0.2294385425,0.2698901672
g5597,-0.3006799618,0.4687547579
g5598,0.416833999,0.2307400669
g5599,0.8403727784,0.2582300189
g5600,-0.419177294,0.2670428882
g5601,-0.3546418383,0.2820036087
g5602,0.194125276,0.2284680575
g5603,-0.3830356537,0.3739603457
g5604,0.326422895,0.2599508949
g5605,-0.2749412638,0.2622572472
g5606,-0.3253900031,0.4794118228
g5607,0.4903977671,0.2446573084
g5608,0.2410380235,0.2398859986
g5609,0.2867217645,0.3770043201
g5610,-0.2633476057,0.3567420454
g5611,-0.3550776694,0.2598175284
g5612,0.2583040372,0.2292266341
g5613,0.2965302552,0.3832744152
g5614,0.4881010106,0.271948776
g5615,0.218775646,0.3960795071
g5616,0.2230312556,0.2376903241
g5617,0.238515813,0.236810893
g5618,0.2467552478,0.3263403193
g5619,-0.7139629231,0.3108273748
g5620,0.4205301498,0.2447147955
g5621,0.4195727728,0.3951700724
g5622,-0.3112788401,0.3405142965
g5623,0.2069330506,0.2571159847
g5624,-0.262934503,0.2452076638
g5625,-0.284109132,0.3909750123
g5626,0.2204200025,0.2512688975
g5627,0.3488938018,0.2269722358
g5628,0.3161204292,0.4917460353
g5629,-0.4026949174,0.3561334001
g5630,0.2483713456,0.2927316946
g5631,0.2819743149,0.2433519251
g5632,0.5671873202,0.4000394105
g5633,-0.2521515182,0.3057577842
g5634,-0.3522403615,0.4010591405
g5635,-0.2682129044,0.4460277382
g5636,-0.3122619344,0.3217118433
g5637,0.2167095243,0.2349771522
g5638,0.2078862038,0.2569625126
g5639,0.6977507379,0.3446868115
g5640,-0.1970674121,0.2305259086
g5641,0.333874106,0.4861665888
g5642,-0.6431367882,0.2354938184
g5643,-0.2487698018,0.4644519605
g5644,0.3246958188,0.4845040104
g5645,-0.9497231302,0.2622461649
g5646,-0.3310605184,0.3864456893
g5647,0.198471289,0.2650789821
g5648,0.2833205739,0.4502649724
g5649,-0.231042419,0.293815994
g5650,0.3347433732,0.4723453281
g5651,-1.1161398684,0.2356877605
g5652,0.6410472818,0.2346781363
g5653,0.2781507968,0.3652349244
g5654,-0.5538812737,0.3077789419
g5655,0.3232564822,0.2539093639
g5656,0.3771059568,0.2337143257
g5657,0.2893721974,0.3500638284
g5658,-0.3861816204,0.2408059643
g5659,0.3218571379,0.3924207224
g5660,-0.2081922501,0.2306160507
g5661,0.4397553425,0.2871530123
g5662,-0.3127227065,0.3543992456
g5663,-0.3180748755,0.3889874157
g5664,0.2303383384,0.2453184413
g5665,0.3016366961,0.458829369
g5666,0.2967354652,0.2351340837
g5667,-0.2091117687,0.2302490793
g5668,0.346562939,0.2674979999
g5669,0.2238089238,0.2308145582
g5670,-0.3169350269,0.348579209
g5671,0.2796411728,0.230218951
g5672,0.4155197935,0.3778328101
g5673,0.2266283972,0.2602147055
g5674,-0.272378663,0.2732717513
g5675,-0.3211305418,0.2318473951
g5676,0.5913158504,0.2774361192
g5677,-0.2708411863,0.2695937635
g5678,-0.6779403242,0.2595656797
g5679,0.1960703829,0.2306997619
g5680,-0.3037104344,0.2405175128
g5681,0.4505551017,0.2304675668
g5682,-0.1980565299,0.2309880062
g5683,0.3390132603,0.3114396982
g5684,0.2063908946,0.2648955206
g5685,-0.2331680069,0.2489980648
g5686,0.2089047122,0.2734576809
g5687,0.2092583513,0.3201675725
g5688,0.2662061056,0.2299379078
g5689,-0.3685547582,0.3658430191
g5690,0.4999308238,0.2901979993
g5691,0.2700002863,0.2366522676
g5692,-0.2537384191,0.4689596451
g5693,-0.3048296971,0.2451959821
g5694,-0.2687899476,0.3152249412
g5695,0.2881310667,0.2373943434
g5696,0.2793056271,0.2467253054
g5697,0.3195926115,0.2303088086
g5698,0.3789971877,0.2368320944
g5699,-0.4973346479,0.2384197174
g5700,0.2695409919,0.2481935274
g5701,-0.3965777281,0.2630130622
g5702,0.2755951002,0.3808021987
g5703,0.3096548057,0.2307788917
g5704,0.2081525643,0.2385204263
g5705,0.2678594305,0.3855105792
g5706,-0.2038828319,0.2353496739
g5707,-0.2861359558,0.2419813952
g5708,-0.363415635,0.2521444572
g5709,-0.4152060411,0.4604025886
g5710,0.2625049316,0.4600173944
g5711,-0.3297861766,0.4727274654
g5712,-0.3550384112,0.3781350526
g5713,0.3543227076,0.2317005661
g5714,-0.2673708589,0.5059942579
g5715,0.3622979886,0.231732982
g5716,-0.3296185327,0.4268742601
g5717,0.4631947629,0.235099085
g5718,-0.4533854864,0.4919029475
g5719,-0.2779109529,0.3160324846
g5720,0.656396373,0.2356671574
g5721,-0.2780151588,0.416531367
g5722,-0.3474545161,0.2342822729
g5723,0.2729898574,0.4342226133
g5724,0.3970366644,0.4254863173
g5725,0.3002027412,0.3521189446
g5726,-0.3851651791,0.4400360462
g5727,0.2579104212,0.2356627326
g5728,0.2989765918,0.3227290056
g5729,-0.3966182039,0.3322871492
g5730,-0.2829849274,0.5115852487
g5731,-0.1928904173,0.2406127232
g5732,-0.3414329956,0.3700131494
g5733,-0.2367556704,0.2434243038
g5734,0.2279142943,0.3436812746
g5735,-0.4272771622,0.2919513021
g5736,-0.3898382107,0.2410381141
g5737,0.2000789753,0.2359259843
g5738,0.4528917949,0.3094898376
g5739,0.3350023402,0.28784149
g5740,0.2083248445,0.2494106028
g5741,-0.3129395212,0.3648078209
g5742,1.3323858991,0.2509904865
g5743,-0.3182257026,0.3713052936
g5744,0.2605478378,0.2457733081
g5745,-0.2432515683,0.3641433691
g5746,0.303386583,0.4751806823
g5747,0.3307421108,0.3170447886
g5748,0.2018771324,0.3039678185
g5749,0.402552656,0.4970347062
g5750,0.5031277266,0.3338899678
g5751,0.3054973367,0.4628101448
g5752,-0.2775772548,0.3094489884
g5753,0.3920000798,0.4333221712
g5754,-0.3900102482,0.4661040142
g5755,-0.2551943891,0.4517370941
g5756,-0.2896008874,0.3246401407
g5757,-0.2694837982,0.2684128583
g5758,-0.6697373359,0.3032699997
g5759,0.1776746453,0.2344123262
g5760,-0.2250826501,0.3613021067
g5761,-0.3533234057,0.3851808615
g5762,0.3189975797,0.2490249303
g5763,-0.2505403426,0.2778488599
g5764,-0.4101700637,0.259798732
g5765,-0.3018464701,0.4395015648
g5766,-0.2083534874,0.2592177409
g5767,0.2924706825,0.3885547395
g5768,-0.3751662437,0.4831148061
g5769,-0.2508736495,0.3740842276
g5770,-0.3332865083,0.2467870615
g5771,0.4092868692,0.2392979166
g5772,0.3052697321,0.2444073741
g5773,-0.4962472501,0.4098671732
g5774,-0.211343515,0.2383217586
g5775,-0.2976682845,0.4171421969
g5776,0.3037934213,0.4611344078
g5777,-0.4804726322,0.3814783779
g5778,0.1868558244,0.2470178048
g5779,0.874741419,0.3866548558
g5780,0.3911171615,0.2890274008
g5781,0.3259762001,0.2969329182
g5782,0.1887935096,0.2366099752
g5783,0.2631521804,0.3465097401
g5784,-0.3622221059,0.2426283416
g5785,0.3338561122,0.3010259825
g5786,-0.2525337782,0.2932412461
g5787,0.4019016763,0.2541760151
g5788,0.2452502072,0.2722397685
g5789,0.2924769489,0.2430500698
g5790,-0.2161346089,0.3359780017
g5791,-1.0526412679,0.261167349
g5792,0.4492441944,0.3824089542
g5793,-0.393084489,0.2389669586
g5794,-0.2059915157,0.3148470145
g5795,-0.5761890466,0.2663022215
g5796,-0.2830237379,0.3846292645
g5797,-0.344552569,0.5126804608
g5798,0.223297808,0.5124442381
g5799,-0.2317646052,0.3455490691
g5800,-0.2760668744,0.4048103645
g5801,0.2571907351,0.2372209884
g5802,-0.299242535,0.3929004732
g5803,0.307527959,0.486770208
g5804,0.2047055042,0.2539592945
g5805,0.2714376641,0.2376084971
g5806,0.9561552306,0.2420705066
g5807,-0.2870593742,0.2403298014
g5808,0.2731658064,0.3819092339
